Start	Stop	Strand	Number of Genes	Genes
613972	618185	+	3	Synpcc7942_0623, Synpcc7942_0624, Synpcc7942_0625
625866	627170	-	3	rplK, nusG, secE
639397	640992	+	2	Synpcc7942_0645, Synpcc7942_0646
647124	650009	-	3	Synpcc7942_0652, Synpcc7942_0653, Synpcc7942_0654
650232	652659	+	2	Synpcc7942_0655, Synpcc7942_0656
655282	657874	+	2	Synpcc7942_0660, Synpcc7942_0661
658977	662224	+	2	Synpcc7942_0663, Synpcc7942_0664
664540	666653	+	3	Synpcc7942_0669, pyrB, Synpcc7942_0671
666887	668931	+	2	Synpcc7942_0672, Synpcc7942_0673
675946	677967	+	2	Synpcc7942_0682, Synpcc7942_0683
680978	684060	+	3	Synpcc7942_0686, Synpcc7942_0687, Synpcc7942_0688
684051	685155	-	2	Synpcc7942_0689, clpS
692799	696570	+	5	Synpcc7942_0701, Synpcc7942_0702, Synpcc7942_0703, Synpcc7942_0704, Synpcc7942_0705
696577	698641	-	2	Synpcc7942_0706, Synpcc7942_0707
713127	714831	-	3	Synpcc7942_0717, Synpcc7942_0718, Synpcc7942_0719
718666	722966	+	3	Synpcc7942_0725, Synpcc7942_0726, Synpcc7942_0727
723236	724411	+	2	Synpcc7942_0728, Synpcc7942_0729
727482	731051	+	3	Synpcc7942_0732, Synpcc7942_0733, Synpcc7942_0734
731099	732376	+	3	Synpcc7942_0735, Synpcc7942_0736, Synpcc7942_0737
733536	735552	+	3	Synpcc7942_0739, Synpcc7942_0740, Synpcc7942_0741
735651	741288	+	5	Synpcc7942_0742, Synpcc7942_0743, Synpcc7942_0744, Synpcc7942_0745, Synpcc7942_0746
741396	743614	+	3	Synpcc7942_0747, Synpcc7942_0748, Synpcc7942_0749
743738	749161	+	4	Synpcc7942_0750, Synpcc7942_0751, Synpcc7942_0752, Synpcc7942_0753
751277	752381	+	2	Synpcc7942_0757, Synpcc7942_0758
752574	754553	+	2	Synpcc7942_0759, Synpcc7942_0760
756989	757595	-	2	Synpcc7942_0763, Synpcc7942_0764
761226	763643	+	2	Synpcc7942_0769, Synpcc7942_0770
764984	766197	-	2	Synpcc7942_0772, Synpcc7942_0773
767242	768626	-	2	Synpcc7942_0775, Synpcc7942_0776
776760	779245	-	2	Synpcc7942_0782, hisG
779531	781919	+	2	Synpcc7942_0784, Synpcc7942_0785
792319	794390	-	2	ruvC, Synpcc7942_0799
797288	800679	+	4	pdxA, Synpcc7942_0805, Synpcc7942_0806, Synpcc7942_0807
803073	805086	+	2	Synpcc7942_0809, Synpcc7942_0810
806893	810096	+	4	Synpcc7942_0812, hisZ, Synpcc7942_0814, Synpcc7942_0815
812955	813886	+	2	Synpcc7942_0818, Synpcc7942_0819
814476	817089	+	2	Synpcc7942_0821, Synpcc7942_0822
817168	819895	+	2	Synpcc7942_0823, Synpcc7942_0824
831166	832811	-	2	Synpcc7942_0836, Synpcc7942_0837
832860	835473	-	3	Synpcc7942_0838, Synpcc7942_0839, Synpcc7942_0840
840263	842232	-	2	Synpcc7942_0846, Synpcc7942_0847
854933	855821	+	2	Synpcc7942_0856, Synpcc7942_0857
855893	863946	+	3	Synpcc7942_0858, Synpcc7942_0859, Synpcc7942_0860
869169	871852	+	3	Synpcc7942_0867, Synpcc7942_0868, Synpcc7942_0869
871886	872330	-	2	Synpcc7942_0870, Synpcc7942_0871
874390	877887	-	2	Synpcc7942_0874, Synpcc7942_0875
883835	886892	+	2	Synpcc7942_0878, rnhB
889697	893037	-	2	Synpcc7942_0884, Synpcc7942_0885
894280	896453	-	2	Synpcc7942_0888, Synpcc7942_0889
906832	908317	+	3	Synpcc7942_0896, Synpcc7942_0897, Synpcc7942_0898
918560	919249	+	2	Synpcc7942_0910, Synpcc7942_0911
921286	922976	-	4	Synpcc7942_0913, Synpcc7942_0914, Synpcc7942_0915, Synpcc7942_0916
927092	929168	-	3	Synpcc7942_0921, Synpcc7942_0922, Synpcc7942_0923
932734	934746	+	2	Synpcc7942_0926, Synpcc7942_0927
934864	940392	+	5	Synpcc7942_0928, lpxC, fabZ, Synpcc7942_0931, lpxB
942068	943388	-	2	Synpcc7942_0935, Synpcc7942_0936
950237	952740	+	2	Synpcc7942_0943, Synpcc7942_0944
955647	959737	-	4	Synpcc7942_0947, Synpcc7942_0948, Synpcc7942_0949, Synpcc7942_0950
962266	963790	-	2	Synpcc7942_0954, Synpcc7942_0955
963926	965719	+	2	Synpcc7942_0956, Synpcc7942_0957
969968	971639	-	2	Synpcc7942_0962, Synpcc7942_0963
971856	973350	+	2	Synpcc7942_0964, Synpcc7942_0965
979758	981137	-	2	Synpcc7942_0973, Synpcc7942_0974
991553	995036	+	4	Synpcc7942_0982, Synpcc7942_0983, recO, Synpcc7942_0985
997912	999729	-	2	cobU, Synpcc7942_0991
1001766	1003746	-	2	Synpcc7942_0993, Synpcc7942_0994
1018904	1021186	-	2	fumC, purU
1021351	1024742	-	4	Synpcc7942_1009, Synpcc7942_1010, Synpcc7942_1011, Synpcc7942_1012
1025389	1031435	-	4	Synpcc7942_1013, Synpcc7942_1014, Synpcc7942_1015, Synpcc7942_1016
1033300	1037074	+	3	Synpcc7942_1019, Synpcc7942_1020, Synpcc7942_1021
1037049	1039098	-	3	Synpcc7942_1022, Synpcc7942_1023, Synpcc7942_1024
1043944	1046009	+	2	Synpcc7942_1029, Synpcc7942_1030
1046506	1049815	+	3	Synpcc7942_1032, Synpcc7942_1033, Synpcc7942_1034
1051311	1053851	+	2	Synpcc7942_1037, Synpcc7942_1038
1065228	1068788	+	5	Synpcc7942_1054, Synpcc7942_1055, Synpcc7942_1056, Synpcc7942_1057, Synpcc7942_1058
1072278	1073742	+	3	Synpcc7942_1061, Synpcc7942_1062, Synpcc7942_1063
1074007	1079282	+	4	Synpcc7942_1064, Synpcc7942_1065, Synpcc7942_1066, Synpcc7942_1067
1080999	1082851	-	2	Synpcc7942_1069, Synpcc7942_1070
1087780	1091151	+	2	Synpcc7942_1078, Synpcc7942_1079
1091781	1093832	+	2	Synpcc7942_1080, Synpcc7942_1081
1102104	1104570	+	3	hemE, Synpcc7942_1087, Synpcc7942_1088
1110004	1111780	-	2	Synpcc7942_1092, anmK
1115020	1116962	-	2	Synpcc7942_1098, ubiE
1118661	1120258	+	2	Synpcc7942_1101, Synpcc7942_1102
1121152	1123534	-	2	Synpcc7942_1104, Synpcc7942_1105
1125373	1126740	+	2	Synpcc7942_1108, Synpcc7942_1109
1127864	1132720	-	5	Synpcc7942_1111, Synpcc7942_1112, Synpcc7942_1113, rbgA, Synpcc7942_1115
1135064	1137294	-	2	Synpcc7942_1118, Synpcc7942_1119
1141051	1143300	+	2	rpsR, Synpcc7942_1124
1164350	1166812	-	2	Synpcc7942_1140, Synpcc7942_1141
1179295	1182443	-	2	Synpcc7942_1153, Synpcc7942_1154
1183497	1189266	+	2	Synpcc7942_1156, Synpcc7942_1157
1194348	1196492	+	3	Synpcc7942_1161, Synpcc7942_1162, Synpcc7942_1163
1200773	1204319	-	4	Synpcc7942_1167, Synpcc7942_1168, Synpcc7942_1169, ispF
1204598	1207596	-	2	Synpcc7942_1171, lnt
1209424	1209966	-	3	Synpcc7942_1175, psbF, psbE
1210031	1211529	-	2	Synpcc7942_1178, Synpcc7942_1179
1211703	1213313	+	3	Synpcc7942_1180, Synpcc7942_1181, Synpcc7942_1182
1213480	1215141	+	2	Synpcc7942_1183, Synpcc7942_1184
1215373	1217532	+	3	Synpcc7942_1185, Synpcc7942_1186, Synpcc7942_1187
1228048	1232980	-	3	Synpcc7942_1200, Synpcc7942_1201, Synpcc7942_1202
1233050	1233774	-	2	Synpcc7942_1203, Synpcc7942_1204
1233775	1234211	+	2	Synpcc7942_1205, Synpcc7942_1206
1234338	1234848	-	2	Synpcc7942_1207, Synpcc7942_1208
1234970	1236090	-	4	Synpcc7942_1209, Synpcc7942_1210, Synpcc7942_1211, Synpcc7942_1212
1237017	1238553	+	2	Synpcc7942_1214, Synpcc7942_1215
1241649	1242333	+	2	rplU, rpmA
1243830	1246092	-	2	Synpcc7942_1223, Synpcc7942_1224
1250193	1251846	-	2	Synpcc7942_1229, Synpcc7942_1230
1258144	1261811	-	3	Synpcc7942_1236, Synpcc7942_1237, Synpcc7942_1238
1265088	1267057	+	2	Synpcc7942_1241, Synpcc7942_1242
1270803	1273123	+	3	Synpcc7942_1246, Synpcc7942_1247, Synpcc7942_1248
1273621	1274260	-	2	Synpcc7942_1249, Synpcc7942_1250
1279685	1281945	+	2	Synpcc7942_1257, Synpcc7942_1258
1284223	1286647	-	2	tpiA, Synpcc7942_1262
1290360	1291729	-	2	Synpcc7942_1266, Synpcc7942_1267
1298630	1301524	-	4	Synpcc7942_1274, Synpcc7942_1275, Synpcc7942_1276, rplT
1301569	1303836	-	4	rpmI, Synpcc7942_1279, Synpcc7942_1280, Synpcc7942_1281
1304480	1307200	-	4	moaA, Synpcc7942_1283, Synpcc7942_1284, moaC
1328093	1330141	+	2	Synpcc7942_1300, Synpcc7942_1301
1330752	1331732	-	2	Synpcc7942_1303, Synpcc7942_1304
1334181	1337005	+	3	Synpcc7942_1307, Synpcc7942_1308, Synpcc7942_1309
1347173	1348768	+	2	Synpcc7942_1317, Synpcc7942_1318
1361879	1363164	+	2	Synpcc7942_1329, Synpcc7942_1330
1363290	1366971	+	5	Synpcc7942_1331, Synpcc7942_1332, Synpcc7942_1333, Synpcc7942_1334, Synpcc7942_1335
1378378	1379925	+	3	Synpcc7942_1344, Synpcc7942_1345, Synpcc7942_1346
1380019	1383096	-	5	Synpcc7942_1347, Synpcc7942_1348, Synpcc7942_1349, Synpcc7942_1350, Synpcc7942_1351
1388109	1396770	-	3	Synpcc7942_1355, Synpcc7942_1356, Synpcc7942_1357
1399742	1401588	+	2	Synpcc7942_1360, Synpcc7942_1361
1405262	1406992	+	2	Synpcc7942_1367, Synpcc7942_1368
1432853	1434372	+	2	Synpcc7942_1387, Synpcc7942_1388
1443546	1445725	+	2	Synpcc7942_1394, Synpcc7942_1395
1447847	1452376	-	3	Synpcc7942_1398, Synpcc7942_1399, Synpcc7942_1400
1454593	1456084	-	2	Synpcc7942_1403, Synpcc7942_1404
1463651	1464817	-	2	Synpcc7942_1411, Synpcc7942_1412
1468344	1471983	+	2	Synpcc7942_1416, Synpcc7942_1417
1476059	1478198	+	2	Synpcc7942_1423, Synpcc7942_1424
1488975	1491205	-	2	Synpcc7942_1435, Synpcc7942_1436
1500489	1502305	+	2	Synpcc7942_1447, Synpcc7942_1448
1509455	1510982	+	2	Synpcc7942_1456, Synpcc7942_1457
1519664	1521363	+	2	Synpcc7942_1466, Synpcc7942_1467
1521482	1525413	-	7	Synpcc7942_1468, Synpcc7942_1469, Synpcc7942_1470, Synpcc7942_1471, Synpcc7942_1472, Synpcc7942_1473, Synpcc7942_1474
1531194	1532398	-	2	Synpcc7942_1480, hisH
1534449	1536912	-	4	Synpcc7942_1483, murE, Synpcc7942_1485, Synpcc7942_1486
1539953	1543670	+	3	Synpcc7942_1489, Synpcc7942_1490, Synpcc7942_1491
1543923	1545353	+	2	Synpcc7942_1492, mazG
1545382	1548105	-	4	Synpcc7942_1494, Synpcc7942_1495, Synpcc7942_1496, Synpcc7942_1497
1549179	1551718	-	2	prmA, Synpcc7942_1501
1551742	1553082	+	2	Synpcc7942_1502, Synpcc7942_1503
1561467	1563389	-	2	Synpcc7942_1511, Synpcc7942_1512
1563532	1565349	+	2	Synpcc7942_1513, Synpcc7942_1514
1566324	1568316	-	2	Synpcc7942_1516, Synpcc7942_1517
1590799	1593093	+	3	Synpcc7942_1531, Synpcc7942_1532, Synpcc7942_1533
1595486	1596614	+	2	Synpcc7942_1535, Synpcc7942_1536
1597516	1598566	-	2	Synpcc7942_1539, Synpcc7942_1540
1600652	1602886	+	4	Synpcc7942_1543, Synpcc7942_1544, Synpcc7942_1545, Synpcc7942_1546
1615204	1616958	+	2	Synpcc7942_1558, Synpcc7942_1559
1622970	1625644	+	2	Synpcc7942_1565, Synpcc7942_1566
1633895	1638625	+	2	Synpcc7942_1574, Synpcc7942_1575
1655981	1659022	-	3	Synpcc7942_1589, Synpcc7942_1590, Synpcc7942_1591
1660025	1662753	+	3	Synpcc7942_1593, Synpcc7942_1594, Synpcc7942_1595
1663657	1667030	+	4	folE, Synpcc7942_1598, Synpcc7942_1599, Synpcc7942_1600
1668136	1670625	+	2	Synpcc7942_1603, Synpcc7942_1604
1678977	1681905	-	3	Synpcc7942_1610, Synpcc7942_1611, Synpcc7942_1612
1682665	1683549	+	3	rpmH, rnpA, Synpcc7942_1616
1683752	1687444	+	4	Synpcc7942_1617, Synpcc7942_1618, Synpcc7942_1619, Synpcc7942_1620
1695068	1696852	-	2	Synpcc7942_1626, Synpcc7942_1627
1698933	1700168	+	2	Synpcc7942_1630, Synpcc7942_1631
1708665	1710250	+	2	Synpcc7942_1641, Synpcc7942_1642
1721058	1723432	+	2	Synpcc7942_1651, Synpcc7942_1652
1724849	1725829	-	2	Synpcc7942_1654, Synpcc7942_1655
1733790	1735104	+	2	Synpcc7942_1664, Synpcc7942_1665
1739595	1742447	+	3	Synpcc7942_1669, Synpcc7942_1670, Synpcc7942_1671
1743189	1744166	-	2	Synpcc7942_1673, Synpcc7942_1674
1744816	1747153	-	3	Synpcc7942_1676, Synpcc7942_1677, Synpcc7942_1678
1750203	1751956	+	3	Synpcc7942_1682, Synpcc7942_1683, Synpcc7942_1684
1753022	1755773	+	3	Synpcc7942_1686, Synpcc7942_1687, Synpcc7942_1688
1755915	1758315	+	3	Synpcc7942_1689, Synpcc7942_1690, Synpcc7942_1691
1780048	1781218	+	3	Synpcc7942_1710, Synpcc7942_1711, Synpcc7942_1712
1781317	1783232	+	2	Synpcc7942_1713, Synpcc7942_1714
1783250	1787655	-	2	upp, Synpcc7942_1716
1787724	1790305	-	2	Synpcc7942_1717, Synpcc7942_1718
1799119	1800219	-	2	lspA, Synpcc7942_1727
1800372	1802005	+	2	Synpcc7942_1728, Synpcc7942_1729
1802686	1804219	-	3	Synpcc7942_1731, Synpcc7942_1732, Synpcc7942_1733
1806290	1809672	+	3	Synpcc7942_1736, Synpcc7942_1737, Synpcc7942_1738
1810183	1812535	-	2	murB, murC
1817778	1820532	-	4	Synpcc7942_1747, Synpcc7942_1748, Synpcc7942_1749, Synpcc7942_1750
1821890	1824511	-	4	Synpcc7942_1753, Synpcc7942_1754, Synpcc7942_1755, Synpcc7942_1756
1825182	1826452	-	2	Synpcc7942_1758, Synpcc7942_1759
1829577	1832230	+	3	Synpcc7942_1762, Synpcc7942_1763, Synpcc7942_1764
1835596	1836794	+	2	Synpcc7942_1768, Synpcc7942_1769
1838756	1839325	+	2	rpsP, Synpcc7942_1773
1853308	1854729	-	3	Synpcc7942_1785, Synpcc7942_1786, Synpcc7942_1787
1860032	1861810	+	2	Synpcc7942_1789, Synpcc7942_1790
1864440	1865946	+	2	Synpcc7942_1793, Synpcc7942_1794
1865979	1866749	-	2	smpB, Synpcc7942_1796
1868940	1870455	+	2	Synpcc7942_1799, Synpcc7942_1800
1886477	1891377	-	3	Synpcc7942_1814, Synpcc7942_1815, Synpcc7942_1816
1893904	1894503	+	2	Synpcc7942_1821, Synpcc7942_1822
1894500	1895630	-	2	Synpcc7942_1823, Synpcc7942_1824
1897287	1898975	+	3	Synpcc7942_1827, Synpcc7942_1828, Synpcc7942_1829
1901772	1902988	+	2	Synpcc7942_1833, Synpcc7942_1834
1903658	1904374	-	2	Synpcc7942_1836, Synpcc7942_1837
1910225	1911558	-	2	Synpcc7942_1843, Synpcc7942_1844
1913856	1915836	-	2	Synpcc7942_1847, Synpcc7942_1848
1919364	1925253	+	5	Synpcc7942_1851, cobH, Synpcc7942_1853, Synpcc7942_1854, Synpcc7942_1855
1932765	1935175	+	3	Synpcc7942_1862, Synpcc7942_1863, Synpcc7942_1864
1936937	1938253	+	2	Synpcc7942_1867, Synpcc7942_1868
1938280	1942814	-	2	Synpcc7942_1869, Synpcc7942_1870
1943951	1946076	+	2	Synpcc7942_1872, Synpcc7942_1873
1948660	1952587	-	3	Synpcc7942_1877, Synpcc7942_1878, Synpcc7942_1879
1955407	1957411	-	3	Synpcc7942_1883, Synpcc7942_1884, Synpcc7942_1885
1959524	1961891	+	2	Synpcc7942_1887, Synpcc7942_1888
1964412	1965778	+	2	Synpcc7942_1891, Synpcc7942_1892
1965754	1967599	-	2	Synpcc7942_1893, Synpcc7942_1894
1968654	1972228	-	3	argJ, Synpcc7942_1897, Synpcc7942_1898
1975932	1979454	-	3	Synpcc7942_1902, Synpcc7942_1903, Synpcc7942_1904
1979496	1983253	-	2	Synpcc7942_1905, Synpcc7942_1906
1985142	1988613	-	3	Synpcc7942_1909, Synpcc7942_1910, Synpcc7942_1911
1989975	1990852	+	2	Synpcc7942_1913, Synpcc7942_1914
2000205	2001583	-	2	Synpcc7942_1924, Synpcc7942_1925
2001982	2003079	+	2	dapF, Synpcc7942_1928
2003133	2005825	+	3	Synpcc7942_1929, Synpcc7942_1930, Synpcc7942_1931
2006047	2008990	+	3	Synpcc7942_1932, Synpcc7942_1933, Synpcc7942_1934
2009232	2010268	-	2	Synpcc7942_1935, Synpcc7942_1936
2012363	2014620	+	2	Synpcc7942_1939, Synpcc7942_1940
2025793	2027823	-	2	Synpcc7942_1953, pyrG
2033871	2035696	-	2	Synpcc7942_1963, ubiA
2035730	2037670	+	2	Synpcc7942_1965, Synpcc7942_1966
2041038	2042239	-	2	Synpcc7942_1970, Synpcc7942_1971
2045410	2047397	-	2	Synpcc7942_1975, Synpcc7942_1976
2049645	2050736	-	2	Synpcc7942_1978, Synpcc7942_1979
2051891	2052831	-	2	Synpcc7942_1981, Synpcc7942_1982
2055445	2057653	-	2	Synpcc7942_1985, Synpcc7942_1986
2063554	2064896	+	2	Synpcc7942_1993, Synpcc7942_1994
2073028	2074449	+	2	Synpcc7942_2004, Synpcc7942_2005
2074598	2075781	-	2	Synpcc7942_2006, coaD
2075871	2079133	+	2	Synpcc7942_2008, Synpcc7942_2009
2082726	2084685	-	3	Synpcc7942_2013, Synpcc7942_2014, Synpcc7942_2015
2090088	2091703	-	2	Synpcc7942_2021, nusA
2093363	2097676	+	4	Synpcc7942_2025, Synpcc7942_2026, Synpcc7942_2027, Synpcc7942_2028
2101118	2103022	+	2	Synpcc7942_2032, Synpcc7942_2033
2104481	2107163	-	3	Synpcc7942_2035, Synpcc7942_2036, Synpcc7942_2037
2121521	2126036	-	2	psaB, psaA
2127861	2130186	-	2	Synpcc7942_2051, Synpcc7942_2052
2137504	2138463	-	2	Synpcc7942_2060, Synpcc7942_2061
2144549	2147454	-	3	Synpcc7942_2068, Synpcc7942_2069, Synpcc7942_2070
2152639	2155066	+	3	Synpcc7942_2074, Synpcc7942_2075, Synpcc7942_2076
2155927	2157755	-	2	Synpcc7942_2078, Synpcc7942_2079
2164651	2166991	-	3	Synpcc7942_2084, Synpcc7942_2085, Synpcc7942_2086
