Start	Stop	Strand	Number of Genes	Genes
588622	591554	+	4	flaG, fliD, fliS, CJE0654
592715	595361	+	3	CJE0656, CJE0657, CJE0658
595486	597580	+	2	CJE0659, CJE0660
597577	599891	-	2	CJE0661, proA
605017	605774	+	2	CJE0668, CJE0669
605904	607471	+	3	CJE0670, CJE0671, CJE0672
609716	614331	+	5	ribB, CJE0676, ilvB, ilvH, lpxD
614320	616487	-	3	queA, tatC, tatB
617713	626877	+	10	nidH, CJE0685, CJE0686, CJE0687, folP, ligA, CJE0690, tlyA, CJE0692, CJE0693
626867	627519	-	2	CJE0694, CJE0695
627577	629493	-	3	CJE0696, CJE0697, nth
629574	631459	+	2	CJE0699, fbaA
631554	634808	+	3	CJE0701, CJE0702, CJE0703
636194	638562	-	2	CJE0705, dsbD
638657	640737	+	2	CJE0707, CJE0708
640816	645285	+	3	CJE0709, CJE0710, CJE0711
645288	648840	-	3	CJE0712, CJE0713, algI
649566	653307	+	4	CJE0716, CJE0717, CJE0718, pstB
654687	656626	+	2	CJE0722, CJE0723
656668	660358	+	2	CJE0724, hypF
660435	663849	+	5	hypB, hypC, hypD, hypE, hypA
663944	668513	+	2	CJE0731, CJE0732
668544	671436	-	2	CJE0733, CJE0734
671555	675674	+	5	ilvC, CJE0736, dprA, CJE0738, CJE0739
676389	679243	-	3	ppa, adk, aspS
679334	681717	+	2	pnk, recN
681823	686272	+	5	CJE0746, CJE0747, CJE0748, rlpA, CJE0750
686344	690111	+	5	CJE0751, CJE0752, engB, CJE0754, pbpC
690232	693591	-	2	CJE0756, CJE0757
696341	701444	-	6	CJE0762, era, hslU, hslV, rplI, argG
701600	704220	+	4	CJE0768, CJE0769, CJE0770, rpoN
714454	717185	+	4	CJE0779, CJE0780, CJE0781, priA
720629	723338	+	2	pta, ackA
727747	729617	-	2	CJE0791, mraW
729782	733785	+	3	CJE0793, ftsA, ftsZ
733941	735573	+	2	CJE0796, flgG
737272	739712	+	3	CJE0800, CJE0801, purE
740270	744458	+	5	glyQ, CJE0805, CJE0806, waaA, CJE0808
745929	748001	+	5	rpsP, CJE0811, rimM, trmD, rplS
748135	750238	+	3	CJE0815, CJE0816, CJE0817
754300	758237	-	5	CJE0819, flaC, CJE0821, CJE0822, CJE0823
758546	760092	-	2	mogA, corA
760209	765013	+	5	CJE0827, CJE0828, CJE0829, CJE0830, CJE0831
765054	766642	+	2	CJE0832, CJE0833
786287	789498	+	3	hrcA, grpE, dnaK
792594	798595	-	7	cysE, speA, hisS, tmk, coaD, CJE0859, flgA
798679	800235	-	2	CJE0861, CJE0862
801247	806824	-	4	CJE0864, CJE0865, valS, CJE0867
810637	816905	+	7	napA, napG, napH, napB, napL, napD, CJE0877
816987	817720	+	2	CJE0878, CJE0879
817776	819628	+	2	CJE0880, purU
820935	822836	+	2	CJE0883, CJE0884
824297	826661	-	3	CJE0886, CJE0887, CJE0888
826721	830157	-	3	ddl, ruvA, CJE0891
830261	838840	+	7	mviN, cysS, CJE0894, pyrD, CJE0896, dapA, CJE0898
838881	839794	-	2	CJE0899, CJE0900
839868	843663	+	4	nadE, lpxK, thrC, kdsB
846755	853001	+	7	glmU, coaBC, CJE0910, uppS, CJE0912, CJE0913, truA
852998	854622	-	2	ilvA, CJE0916
855144	859928	-	4	trmA, CJE0919, CJE0920, CJE0921
863033	867399	-	5	CJE0924, metG, CJE0926, fbp, mobB
867877	871078	-	3	CJE0930, CJE0931, gltX
871164	873085	+	2	CJE0933, psd
873082	879076	-	7	CJE0935, CJE0936, CJE0937, CJE0938, CJE0939, hemL, CJE0941
879156	880862	+	2	folD, lepB
880884	883297	-	2	CJE0944, murA
884744	888145	-	3	pabA, pabB, CJE0950
888773	890232	+	2	dsbA, dsbB
893857	898338	-	5	CJE0959, CJE0960, CJE0961, flhA, CJE0963
904454	912059	-	6	CJE0967, CJE0968, CJE0969, serA, CJE0971, rpsA
912191	917607	-	4	ispH, aroA, pheT, pheS
918125	918866	-	2	thiJ, CJE0979
918949	920413	+	2	CJE0980, CJE0981
922011	924445	-	3	CJE0983, alr, CJE0985
925158	926590	+	3	CJE0987, CJE0988, CJE0989
930368	932657	-	2	CJE0994, cstA
933860	936813	-	4	CJE0997, CJE0998, pebA, pebC
936949	938307	-	2	cheR, cheB
938473	942950	+	6	rpiB, CJE1004, apt, CJE1006, CJE1007, CJE1008
942972	950469	-	5	argH, pckA, CJE1011, CJE1012, CJE1013
957015	961613	-	3	CJE1018, CJE1019, secA
962219	964306	-	2	CJE1022, CJE1023
965713	968443	-	3	CJE1025, CJE1026, CJE1027
968542	969660	-	3	CJE1028, CJE1029, CJE1030
970677	972850	-	2	purH, CJE1034
972979	979696	-	7	purL, trmE, CJE1037, CJE1038, CJE1039, rnpA, rpmH
979827	982098	+	3	CJE1042, CJE1043, CJE1044
985084	985391	+	2	CJE1049, CJE1050
985554	986409	+	2	CJE1052, CJE1053
990347	991056	-	2	CJE1060, CJE1061
996676	998440	-	2	hipO, CJE1068
998885	1004640	-	6	CJE1070, CJE1071, hemN, CJE1073, argF, hemB
1004698	1005825	+	2	ribA, gidB
1010563	1011590	-	2	sixA, CJE1083
1012113	1017603	-	4	CJE1085, CJE1086, CJE1087, aroB
1019079	1020969	+	2	tgt, CJE1091
1021914	1022851	-	2	CJE1094, CJE1095
1024050	1024635	-	3	CJE1099, CJE1100, CJE1101
1024907	1025402	+	2	CJE1102, CJE1103
1025669	1026596	-	2	CJE1105, CJE1106
1026778	1028567	-	2	CJE1107, CJE1108
1031031	1033065	-	2	CJE1111, CJE1112
1033187	1039051	-	4	CJE1113, CJE1114, CJE1115, CJE1116
1042357	1042874	-	2	CJE1122, CJE1123
1043806	1044939	-	4	CJE1125, CJE1126, CJE1127, CJE1128
1045630	1046321	+	2	CJE1130, CJE1131
1046363	1050673	+	5	CJE1132, CJE1133, CJE1134, CJE1135, CJE1136
1050718	1055937	+	2	CJE1137, CJE1138
1060350	1063611	+	5	CJE1143, CJE1144, CJE1145, CJE1146, CJE1147
1063657	1071033	+	7	CJE1148, CJE1149, CJE1150, CJE1151, CJE1152, CJE1153, CJE1154
1071875	1081930	-	10	CJE1156, CJE1157, livF, livG, livM, livH, CJE1162, CJE1163, CJE1164, CJE1165
1081983	1084830	-	3	CJE1166, asd, CJE1168
1084887	1085827	-	2	CJE1169, CJE1170
1088523	1089739	-	2	ctsW, mapA
1093009	1096769	+	2	CJE1176, CJE1177
1096793	1100019	-	4	CJE1178, CJE1179, CJE1180, accC-1
1100159	1102347	+	2	CJE1182, murG
1102318	1104340	-	2	CJE1184, CJE1185
1104403	1111208	-	9	CJE1186, CJE1187, thiH, thiG, thiF, thiS, dapE, CJE1193, CJE1194
1111251	1119129	-	4	CJE1195, mutS, CJE1197, murC
1119253	1125880	-	6	CJE1199, CJE1200, guaB, gatA, CJE1203, ileS
1125979	1127504	+	2	CJE1205, CJE1206
1128920	1131418	+	3	pgsA, CJE1211, CJE1212
1131505	1132710	+	3	rpsF, ssb, rpsR
1132770	1135809	-	2	lon, CJE1217
1135970	1138497	+	5	CJE1218, proC, ctsT, CJE1221, CJE1222
1138494	1154430	-	15	hemD, thiE, thiD, CJE1226, CJE1227, mfd, CJE1229, CJE1230, folC, CJE1232, CJE1233, leuS, secF, secD, yajC
1157301	1169549	+	13	CJE1240, pyrB, pepF, CJE1243, CJE1244, truB, csrA, ispE, smpB, CJE1249, CJE1250, clpA, aat
1170941	1171941	-	2	CJE1254, msrB
1172819	1177372	-	5	pssA, CJE1258, ftsH, prmA, cheY
1177485	1181312	-	3	pglG, pglF, pglE
1181410	1191624	-	9	pglD, pglC, pglA, pglB, pglJ, pglI, pglH, wlaB, galE
1192544	1195996	+	3	waaC, waaM, CJE1277
1195965	1198053	-	2	CJE1278, CJE1279
1198131	1199982	-	2	CJE1280, CJE1281
1201840	1206020	-	5	CJE1284, gmhA-1, hldE, waaD, CJE1288
1206460	1209014	-	2	CJE1290, CJE1291
1209129	1211960	+	2	rho, dnaX
1212547	1215780	-	3	CJE1295, CJE1296, CJE1297
1216189	1217456	-	2	CJE1299, CJE1300
1219131	1220799	-	2	CJE1303, CJE1304
1220963	1222162	-	2	ppiB, CJE1306
1222267	1222916	+	2	CJE1307, CJE1308
1222934	1227042	-	4	argS, CJE1310, gmk, CJE1312
1227099	1230365	-	4	fliR, CJE1314, tsf, rpsB
1231772	1234648	-	3	petC, petB, petA
1234739	1237885	-	2	arsB, gidA
1237973	1239867	-	2	CJE1323, CJE1324
1244602	1248101	-	3	CJE1329, gpsA, gatB
1249021	1253928	+	4	CJE1333, CJE1334, metE, metF
1253950	1254818	-	2	CJE1337, atpB
1254887	1257650	-	3	radA, ftsY, CJE1341
1257733	1261658	+	4	CJE1342, CJE1343, CJE1344, CJE1345
1261602	1264616	-	4	rbn, glcD, CJE1348, CJE1349
1265801	1269810	-	4	CJE1351, CJE1352, ribE, CJE1354
1269972	1271890	+	2	groES, groEL
1271933	1273781	-	2	CJE1357, CJE1358
1273929	1274787	+	2	CJE1359, CJE1360
1275045	1276963	-	2	CJE1361, CJE1362
1278658	1282532	+	5	dnaJ-1, CJE1365, CJE1366, CJE1367, CJE1368
1282588	1286347	+	3	glyS, CJE1370, CJE1371
1287374	1289238	+	2	pdxJ, pdxA
1289228	1289829	-	2	CJE1375, CJE1376
1291701	1293622	+	2	hemE, CJE1380
1293619	1297106	-	3	CJE1381, uvrC, CJE1383
1297110	1298780	+	2	CJE1384, guaA
1300566	1304303	+	3	purD, CJE1388, CJE1389
1304373	1307011	+	2	pnp, CJE1391
1312372	1314847	+	3	racR, racS, recR
1314844	1318880	-	4	hydD, hydC, hydB, hydA
1319058	1328313	-	7	mnmC, CJE1405, CJE1406, tyrS, CJE1408, rpoZ, pyrH
1328365	1331013	-	3	CJE1411, CJE1412, lolD
1331083	1334409	-	3	trmB, CJE1415, CJE1416
1337098	1339759	-	7	CJE1419, CJE1420, CJE1421, CJE1422, CJE1423, CJE1424, CJE1425
1340356	1340773	-	2	CJE1427, CJE1428
1341064	1342347	-	4	CJE1429, CJE1430, CJE1431, CJE1432
1345814	1347433	+	3	CJE1440, CJE1441, CJE1442
1347447	1347981	-	2	CJE1443, CJE1444
1348210	1351745	-	7	CJE1445, CJE1446, CJE1447, CJE1448, CJE1449, CJE1450, CJE1451
1351846	1354677	-	4	CJE1452, CJE1453, CJE1454, CJE1455
1354797	1356799	-	3	CJE1457, CJE1458, CJE1459
1356885	1363609	-	3	CJE1460, CJE1461, CJE1462
1364152	1365485	-	2	CJE1465, CJE1466
1365657	1367719	-	3	CJE1467, CJE1468, CJE1469
1368368	1370632	-	2	CJE1471, CJE1472
1370883	1371510	-	2	CJE1473, CJE1474
1372261	1374265	+	2	CJE1475, CJE1476
1374262	1378190	-	4	CJE1477, upp, CJE1479, gltX
1379107	1380895	-	2	accC-2, accB
1381652	1389836	+	9	flmA, CJE1486, CJE1487, CJE1488, CJE1489, CJE1490, CJE1491, CJE1492, CJE1493
1389850	1390865	-	2	CJE1494, CJE1495
1391138	1396556	+	7	CJE1496, CJE1497, CJE1498, CJE1499, CJE1500, CJE1501, CJE1502
1398312	1400288	+	3	neuA, CJE1507, CJE1508
1400253	1402738	-	3	hisF-1, hisH, CJE1511
1402996	1406133	+	3	neuB, CJE1513, CJE1514
1406883	1420057	+	10	ptmC, neuC, CJE1518, CJE1519, ptmB, ptmA, maf-1, maf-2, maf-3, maf-4
1420088	1421912	-	2	flaB, CJE1527
1423772	1435024	-	10	maf-5, maf-6, CJE1531, ctsG, gcp, CJE1534, dxr, cdsA, CJE1537, CJE1538
1435086	1436647	+	2	CJE1539, pldA
1436733	1439384	+	3	ceuB, ceuC, ceuD
1441303	1443665	-	2	nrfA, nrfH
1447900	1448358	-	2	CJE1551, CJE1552
1449424	1451478	+	2	ruvB, CJE1555
1452955	1460232	-	3	CJE1557, glmS, CJE1559
1460376	1463226	+	3	CJE1560, CJE1561, CJE1562
1463271	1467019	+	3	CJE1563, CJE1564, CJE1565
1470867	1473991	+	2	selA, selB
1474040	1475286	+	2	CJE1571, CJE1572
1475331	1476834	-	3	fldA, CJE1574, CJE1575
1481600	1485489	+	3	metC, purB-2, CJE1583
1487629	1492825	-	5	CJE1586, fabI, tpiA, pgk, gapA
1492885	1493784	+	2	nadD, CJE1592
1495732	1496615	+	2	fliL, acpS
1496616	1499511	-	3	CJE1597, CJE1598, CJE1599
1499584	1526277	-	22	kpsS, kpsC, CJE1602, CJE1603, CJE1604, CJE1605, CJE1606, CJE1607, CJE1608, gmhA-2, CJE1610, wcbK, fcl, CJE1613, CJE1614, CJE1615, CJE1616, kpsF, kpsD, kpsE, kpsT, kpsM
1526831	1528834	+	3	CJE1623, CJE1624, CJE1625
1528817	1531091	-	2	CJE1626, yliG
1532855	1534763	-	2	truD, CJE1632
1534850	1536979	+	3	CJE1633, CJE1634, CJE1635
1537038	1538425	+	2	flgI, CJE1637
1538728	1542547	+	4	CJE1639, flgK, CJE1641, CJE1642
1542540	1551744	-	7	ctsF, ctsE, ctsX, ctsP, ctsD, ctsR, CJE1649
1551837	1553437	-	2	CJE1650, cadF
1553562	1554379	-	2	rpsI, rplM
1554463	1564286	-	10	CJE1654, CJE1655, CJE1656, CJE1657, CJE1658, CJE1659, ccoP, ccoQ, ccoO, ccoN
1564412	1568628	-	5	CJE1664, CJE1665, CJE1666, carA, CJE1668
1568721	1570907	-	3	CJE1669, CJE1670, purA
1571036	1572611	+	3	CJE1672, CJE1673, CJE1674
1572627	1577602	-	2	putP, CJE1676
1577733	1579337	-	2	selD, CJE1678
1581663	1583175	-	2	CJE1680, fdhD
1583342	1588580	-	5	fdhC, fdhB, fdhA, CJE1685, CJE1686
1588748	1590045	-	2	CJE1687, nspC
1590169	1593983	+	5	CJE1689, CJE1690, CJE1691, CJE1692, CJE1693
1594481	1595795	-	2	cas2, cas1
1601423	1603480	+	3	coaE, dapF, CJE1703
1605155	1607193	-	2	pgi, galU
1609387	1611070	-	2	CJE1709, CJE1710
1612100	1614563	+	3	CJE1712, CJE1713, CJE1714
1614560	1616067	-	2	CJE1715, CJE1716
1624123	1626678	+	2	CJE1723, hsdM
1629937	1632667	+	4	CJE1730, arsR, arsC, CJE1733
1635200	1650962	-	15	pflA, nuoN, nuoM, nuoL, nuoK, nuoJ, nuoI, nuoH, nuoG, CJE1745, CJE1746, nuoD, nuoC, nuoB, nuoA
1651075	1655700	-	5	CJE1751, CJE1752, CJE1753, CJE1754, CJE1755
1662239	1663035	+	2	CJE1760, CJE1761
1663513	1666433	+	6	rpmJ, rpsM, rpsK, rpsD, rpoA, rplQ
1666606	1673482	+	8	hisG, hisD, hisB, hisH, hisA, CJE1774, hisF-2, hisI
1673507	1675799	-	2	CJE1777, mrp
1675922	1679564	+	4	ispDF, CJE1780, CJE1781, pgpA
1679643	1680992	+	2	rpsT, prfA
1681954	1686650	+	4	chuA, CJE1787, CJE1788, CJE1789
1691440	1692922	+	2	CJE1794, CJE1795
1692930	1695559	-	2	sdaA, sdaC
1697202	1698009	+	2	exbB-2, exbD
1701022	1704184	-	4	aroC, rnc, rnhA, CJE1809
1706153	1715712	+	11	CJE1811, CJE1812, murE, CJE1814, CJE1815, ispA, tkt, CJE1818, CJE1819, CJE1820, CJE1821
1716639	1720933	-	5	map, murI, nlpC, nhaA, nhaA-2
1722176	1724802	+	2	CJE1830, CJE1831
1724885	1730274	+	6	CJE1832, CJE1833, CJE1834, CJE1835, CJE1836, CJE1837
1732089	1733792	-	3	CJE1841, CJE1842, CJE1843
1733858	1736133	-	2	eno, recA
1736239	1738153	+	3	CJE1846, fliQ, murB
1741214	1745310	-	3	CJE1852, bioB, topA
1746804	1749823	-	5	secY, rplO, rpsE, rplR, rplF
1749902	1756548	-	16	rpsH, rpsN, rplE, rplX, rplN, rpsQ, rpmC, rplP, rpsC, rplV, rpsS, rplB, rplW, rplD, rplC, rpsJ
1756746	1760306	-	3	CJE1878, CJE1879, ksgA
1760387	1762112	+	3	CJE1881, CJE1882, CJE1883
1764327	1768938	-	4	leuD, leuC, leuB, leuA
