Start	Stop	Strand	Number of Genes	Genes
1094326	1095342	+	2	CD630_09071, CD630_09080
1096282	1096825	+	2	CD630_09110, CD630_09120
1096927	1097343	+	2	CD630_09130, CD630_09140
1097768	1100039	+	3	CD630_09160, CD630_09170, CD630_09180
1100438	1102333	+	8	CD630_09200, CD630_09210, CD630_09220, CD630_09230, CD630_09231, CD630_09240, CD630_09241, CD630_09250
1103957	1106911	+	6	CD630_09280, CD630_09290, CD630_09300, CD630_09301, CD630_09310, CD630_09320
1106990	1109524	+	6	CD630_09330, CD630_09340, CD630_09341, CD630_09350, CD630_09360, CD630_09370
1110833	1111638	+	2	CD630_09390, CD630_09400
1112621	1117680	+	5	CD630_09430, CD630_09440, CD630_09450, CD630_09460, CD630_09461
1117990	1123272	+	10	CD630_09470, CD630_09480, CD630_09490, CD630_09500, CD630_09510, CD630_09520, CD630_09530, CD630_09531, CD630_09540, CD630_09550
1123344	1123978	+	2	CD630_09560, CD630_09561
1127194	1139263	+	15	CD630_09590, CD630_09600, CD630_09610, CD630_09620, CD630_09630, CD630_09640, CD630_09650, CD630_09660, CD630_09670, CD630_09680, CD630_09690, CD630_09700, CD630_09710, CD630_09720, CD630_09730
1139776	1141527	+	3	CD630_09750, CD630_09760, CD630_09770
1142981	1143688	+	2	CD630_09780, CD630_09790
1144782	1148068	+	4	CD630_09810, ubiA, CD630_09830, CD630_09840
1151277	1152463	+	2	CD630_09870, CD630_09880
1152981	1157540	+	4	leuA, leuC, leuD, leuB
1160107	1162330	+	2	serA, CD630_09960
1168922	1171360	+	3	CD630_09990, CD630_10000, CD630_10010
1172153	1173553	+	2	fumA, fumB
1177160	1179037	+	2	CD630_10090, nagA
1186269	1189895	+	2	CD630_10170, CD630_10180
1191022	1193632	+	2	CD630_10200, CD630_10210
1195210	1197649	+	3	CD630_10230, potA, potB
1197700	1199480	+	2	potC, potD
1199710	1202212	+	2	CD630_10280, CD630_10290
1202261	1206743	+	3	CD630_10300, CD630_10310, CD630_10320
1219345	1223470	+	2	CD630_10370, CD630_10380
1223579	1231693	+	3	CD630_10390, addB, addA
1231739	1236464	+	2	sbcD, sbcC
1241996	1243390	-	2	CD630_10480, ppnK
1243525	1245071	+	2	CD630_10500, CD630_10510
1245123	1246211	+	3	CD630_10520, CD630_10521, CD630_10530
1248115	1250742	+	3	etfB, etfA, crt2
1253143	1255063	+	2	CD630_10600, CD630_10610
1256467	1256880	+	2	CD630_10632, CD630_10633
1263850	1266956	+	3	CD630_10700, CD630_10710, CD630_10720
1267223	1271202	+	6	CD630_10730, CD630_10740, CD630_10750, CD630_10760, CD630_10770, CD630_10780
1273574	1275311	+	2	moeA, mobB
1286405	1287083	-	2	CD630_10921, CD630_10940
1287556	1290063	-	3	CD630_10950, CD630_10960, CD630_10970
1290200	1292030	-	3	CD630_10980, CD630_10990, CD630_10991
1292761	1294400	+	2	CD630_11010, CD630_11020
1294493	1294924	+	2	CD630_11030, CD630_11031
1295704	1300306	-	3	CD630_11041, CD630_11042, CD630_11050
1300439	1310565	-	10	topB, CD630_11061, CD630_11070, CD630_11071, CD630_11080, CD630_11090, CD630_11100, CD630_11110, CD630_11120, CD630_11130
1310925	1313185	-	2	CD630_11150, CD630_11160
1313268	1314481	-	2	CD630_11170, CD630_11180
1316081	1319941	+	3	pflD, pflC, CD630_11220
1325502	1326145	+	2	CD630_11261, CD630_11270
1326574	1332095	+	4	polA, coaE, CD630_11300, CD630_11310
1336456	1341545	+	6	rnfC, rnfD, rnfG, rnfE, rnfA, rnfB
1341765	1343053	+	2	CD630_11430, radC
1343123	1348580	+	4	mreB2, mreC, CD630_11470, CD630_11480
1348678	1350484	+	3	minC, minD, minE
1352637	1353761	+	2	CD630_11540, CD630_11550
1357131	1361117	+	3	CD630_11580, CD630_11590, rng
1361218	1362165	+	3	rplU, CD630_11620, rpmA
1368741	1373456	+	4	CD630_11700, etfB, etfA, CD630_11730
1376750	1377475	+	2	CD630_11760, rpmF
1377682	1380284	+	3	fapR, plsX, fabH
1380393	1383037	+	3	fabK, fabD, fabG
1383091	1384582	+	2	acpP, fabF
1384808	1388557	+	2	CD630_11850, CD630_11860
1388905	1391248	+	3	CD630_11870, CD630_11880, CD630_11890
1394291	1396386	+	4	spoIIIAA, spoIIIAB, spoIIIAC, spoIIIAD
1397736	1399635	+	3	spoiIIIAF, spoIIIAG, spoIIIAH
1400189	1406427	+	7	nusB, gcp, xseA, xseB, ispA, CD630_12060, dxs
1406560	1409071	+	2	CD630_12080, recN
1413834	1419006	+	6	CD630_12150, CD630_12160, CD630_12170, CD630_12180, CD630_12190, nudF
1419074	1420605	+	2	CD630_12210, CD630_12220
1425671	1427579	+	2	CD630_12270, CD630_12280
1436823	1437104	+	2	CD630_12333, CD630_12334
1445294	1447339	+	4	CD630_12420, CD630_12430, CD630_12440, CD630_12450
1449682	1455641	+	3	CD630_12490, smc, ftsY
1455744	1457771	+	3	CD630_12511, ffh, rpsP
1458171	1459390	+	2	rimM, trmD
1471137	1474250	-	3	CD630_12660, CD630_12670, CD630_12680
1474379	1476182	-	2	CD630_12690, CD630_12700
1476366	1481581	+	4	CD630_12710, CD630_12720, CD630_12730, topA
1482638	1484704	+	2	CD630_12760, CD630_12770
1484813	1486470	+	2	iscR, iscS2
1488781	1493883	+	3	alaS, CD630_12830, CD630_12840
1500201	1501480	-	2	CD630_12920, CD630_12930
1501778	1503664	+	3	CD630_12940, scpA, scpB
1503826	1504837	+	2	CD630_12970, CD630_12980
1505085	1506992	+	2	CD630_12990, pepA
1516267	1520463	+	5	CD630_13060, nusA, CD630_13071, CD630_13080, infB
1524783	1526073	+	3	ribC, CD630_13151, rpsO
1530563	1533323	+	3	CD630_13200, CD630_13210, dapG
1534293	1539622	+	4	ftsK, CD630_13250, rimO, pgsA
1545171	1546565	-	2	sip3, uppP1
1562534	1564998	+	3	CD630_13450, CD630_13460, CD630_13470
1565752	1567937	+	3	CD630_13490, CD630_13500, CD630_13510
1576661	1578615	+	3	CD630_13620, CD630_13630, CD630_13640
1578741	1582256	+	4	CD630_13650, CD630_13651, CD630_13660, CD630_13670
1582538	1592817	+	7	CD630_13680, CD630_13690, CD630_13700, CD630_13710, CD630_13720, CD630_13730, CD630_13740
1595319	1595769	+	2	CD630_13781, CD630_13782
1596805	1599853	-	2	CD630_13800, CD630_13810
1602942	1606713	+	4	CD630_13840, CD630_13850, CD630_13860, CD630_13870
1607849	1610095	+	2	CD630_13890, CD630_13900
1615482	1616743	-	2	CD630_13950, CD630_13960
1625371	1627633	+	2	CD630_14040, CD630_14041
1627875	1630626	-	2	CD630_14050, CD630_14060
1630685	1633056	-	2	CD630_14070, ddl
1648317	1651427	-	2	CD630_14200, CD630_14210
1658554	1662290	+	2	CD630_14310, CD630_14320
1670677	1671730	+	2	CD630_14390, CD630_14400
1674311	1680147	+	7	CD630_14430, CD630_14440, pabA, pabB, pabC, CD630_14480, folE
1680199	1682643	+	4	folP, folB, folK, aroF
1682898	1685872	+	2	dnaG, sigA1
1686037	1687837	+	2	CD630_14560, CD630_14570
1689981	1691454	-	2	CD630_14610, CD630_14620
1692377	1694312	+	2	CD630_14640, CD630_14650
1694392	1697631	+	2	CD630_14660, CD630_14670
1705592	1709200	+	2	CD630_14720, CD630_14730
1714276	1714722	+	2	feoA, feoA
1714822	1717156	+	2	feoB1, CD630_14800
1718131	1720618	+	3	ssuC, ssuB, ssuA
1724351	1726792	+	3	metN, metI, metQ
1731280	1732707	+	2	CD630_14940, proC
1740658	1742700	+	3	CD630_15030, CD630_15040, CD630_15050
1744509	1746719	+	4	CD630_15070, CD630_15071, CD630_15080, CD630_15090
1750281	1752846	-	3	panC, panB, CD630_15140
1758443	1760816	-	2	feoB, feoA
1770301	1773447	-	3	CD630_15270, CD630_15280, CD630_15290
1773559	1775261	-	2	CD630_15300, CD630_15310
1775549	1778240	+	2	CD630_15320, CD630_15330
1781688	1783975	+	2	CD630_15360, aspB
1786707	1789333	+	2	CD630_15390, CD630_15400
1795799	1801817	+	8	hisZ, hisG, hisC, hisB, hisH, hisA, hisF, hisI
1806610	1807973	+	2	sigV, CD630_15590
1808813	1810400	+	2	CD630_15610, CD630_15620
1819510	1820727	+	2	tlpA, tlpB
1836770	1843458	+	6	CD630_15840, CD630_15850, CD630_15860, CD630_15870, CD630_15880, CD630_15890
1844994	1849415	+	3	kdpA, kdpB, kdpC
1849652	1851177	+	2	cysK, cysE
1854776	1857037	+	3	thiD, thiM, thiE
1857544	1859711	-	3	CD630_16030, CD630_16040, CD630_16050
1860495	1865339	+	5	CD630_16070, CD630_16080, CD630_16090, CD630_16100, CD630_16110
1868198	1871053	+	2	CD630_16140, CD630_16150
1873455	1875308	+	3	CD630_16170, CD630_16180, CD630_16190
1881909	1883742	+	2	vanR, vanS
1884003	1888062	+	3	vanG, vanY, vanTG
1894419	1895614	+	2	terD, terD
1895700	1899078	+	2	terD, CD630_16370
1899165	1901864	+	2	CD630_16380, CD630_16390
1901928	1904220	+	2	CD630_16400, CD630_16410
1904274	1906181	+	2	CD630_16420, CD630_16430
1909546	1912197	+	3	CD630_16470, CD630_16480, CD630_16490
1922742	1926673	+	2	gcvTPA, gcvPB
1930766	1931993	+	2	tlpA, tlpB
1944262	1946964	+	3	CD630_16680, CD630_16690, CD630_16700
1947076	1950043	+	3	CD630_16710, CD630_16720, CD630_16730
1951706	1953987	-	3	pcp, CD630_16770, CD630_16780
1954557	1956047	-	3	CD630_16790, CD630_16800, CD630_16810
1956556	1958786	+	3	iunH, CD630_16830, CD630_16840
1958913	1963100	+	5	CD630_16850, CD630_16860, CD630_16870, CD630_16880, CD630_16890
1963250	1964462	+	2	trxA, trxB
1964732	1965474	+	2	CD630_16920, CD630_16930
1965618	1967377	-	2	CD630_16940, CD630_16950
1970072	1973099	-	3	ribBA, ribE, ribD
1977721	1978711	+	2	thiS, thiF
1978774	1981354	+	3	thiG, thiH, thiE2
1983453	1985453	+	2	CD630_17080, mobA
1987405	1989305	+	3	moaA, moaC, CD630_17150
2007160	2009431	+	3	CD630_17320, hemE, CD630_17340
2009558	2010803	-	2	CD630_17350, CD630_17360
2012365	2015681	+	2	CD630_17380, CD630_17390
2018941	2021008	+	2	CD630_17430, CD630_17440
2026038	2027969	+	2	CD630_17490, CD630_17500
2032005	2034243	+	3	CD630_17530, CD630_17540, CD630_17550
2034340	2035030	+	2	CD630_17551, def1
2045789	2046998	+	2	CD630_17671, CD630_17680
2055837	2057992	+	3	CD630_17740, CD630_17750, CD630_17760
2062226	2066536	+	4	CD630_17810, CD630_17820, CD630_17830, truA2
2070959	2072001	-	2	CD630_17880, CD630_17890
2072107	2073468	-	2	CD630_17900, CD630_17910
2076761	2079342	-	2	CD630_17960, CD630_17970
2080446	2081633	-	2	terD, terD
2087647	2090125	+	2	scrB, scrK
2096885	2098803	+	2	CD630_18140, CD630_18150
2099550	2100998	+	2	CD630_18170, ispH
2106636	2107853	+	2	bcp, CD630_18230
2110904	2113089	+	2	metY, metA
2113580	2115871	+	2	CD630_18270, ftsH1
2116049	2119483	+	2	kdpD, kdpE
2121258	2126926	+	5	aroF, aroB, aroA, aroC, pheA
2126973	2129187	+	3	aroE1, aroK, tyrC
2129428	2135170	+	3	CD630_18400, CD630_18410, CD630_18420
2138730	2142005	+	3	CD630_18470, CD630_18480, CD630_18490
2143244	2151642	+	9	CD630_18510, CD630_18520, CD630_18530, CD630_18540, CD630_18550, CD630_18560, CD630_18570, CD630_18571, CD630_18580
2153528	2154793	+	2	CD630_18591, CD630_18600
2166079	2170050	+	4	CD630_18650, CD630_18660, CD630_18670, CD630_18680
2170086	2171773	-	2	CD630_18690, CD630_18700
2172097	2177649	+	6	CD630_18710, CD630_18711, CD630_18720, vexP1, vexP2, vexP3
2177747	2179716	+	2	vncR, vncS
2192573	2196012	+	4	CD630_18870, CD630_18880, CD630_18890, CD630_18900
2199802	2200537	+	2	CD630_18950, CD630_18960
2209853	2210645	+	2	eutS, eutP
2210754	2212731	+	2	eutV, eutW
2212915	2219481	+	6	eutA, eutB, eutC, eutL, eutM, eutE
2219981	2221384	+	2	eutT, CD630_19200
2221426	2224558	+	5	CD630_19210, eutN, CD630_19230, eutH, eutQ
2225996	2227979	+	2	CD630_19280, CD630_19290
2231800	2233046	-	2	CD630_19330, CD630_19340
2233648	2237311	-	4	accA, accD, accC, accB
2241418	2242750	-	2	CD630_19450, CD630_19460
2243024	2246202	-	2	CD630_19470, CD630_19480
2252563	2255801	-	2	CD630_19540, CD630_19550
2255878	2257459	-	2	CD630_19560, CD630_19570
2258943	2260650	+	2	CD630_19590, CD630_19600
2260732	2263827	+	2	CD630_19610, CD630_19620
2264008	2265419	-	2	CD630_19630, CD630_19640
2270637	2271846	-	2	CD630_19690, CD630_19700
2276344	2282138	-	3	miaA, mutL, mutS
2282298	2285071	-	4	CD630_19780, CD630_19790, CD630_19800, CD630_19801
2301599	2302517	-	2	CD630_19940, CD630_19941
2316831	2317704	-	2	CD630_20061, ermB
2319238	2320111	-	2	CD630_20091, ermB
2321693	2323160	-	2	hydD, hydR
2331406	2335054	-	3	clpB, CD630_20210, CD630_20220
2335421	2337293	+	3	CD630_20230, CD630_20240, CD630_20250
2342561	2345870	-	3	argM, argB, argJ
2347715	2352736	-	5	CD630_20350, CD630_20360, CD630_20370, CD630_20380, CD630_20390
2357319	2358012	+	2	CD630_20440, CD630_20450
2366390	2369083	-	3	lysA, lysC, CD630_20541
2375636	2377200	-	2	CD630_20600, CD630_20610
2384900	2386494	-	2	CD630_20690, CD630_20700
2388913	2392006	-	2	xdhA, CD630_20740
2396138	2402133	-	5	pyrD, CD630_20780, xdhA, CD630_20800, xdhC1
2402205	2404999	-	2	CD630_20820, CD630_20830
2408777	2411466	-	2	CD630_20870, xdhC2
2417698	2421644	-	3	CD630_20930, CD630_20940, CD630_20950
2423974	2427479	-	3	XdhD, XdhC3, xdhB
2442024	2443953	-	2	CD630_21130, CD630_21140
2451653	2454037	+	2	thrC, thrB
2465819	2467990	-	2	CD630_21290, dxr
2471759	2475045	-	6	CD630_21341, cdsA, uppS, CD630_21361, frr, pyrH
2491975	2495947	+	4	CD630_21530, CD630_21540, bioB, thiH
2517044	2518508	-	2	CD630_21760, CD630_21770
2518916	2521529	-	2	CD630_21780, CD630_21790
2529154	2530620	-	2	CD630_21850, CD630_21860
2532182	2535144	-	2	mapA, pgmB
2545342	2549046	-	5	CD630_21970, CD630_21980, CD630_21990, CD630_21991, hisC
2551237	2553278	+	2	CD630_22020, CD630_22030
2560577	2564648	-	2	CD630_22100, CD630_22110
2565350	2566048	-	2	CD630_22121, cynT
2566735	2567412	+	2	SinR, CD630_22150
2573007	2574213	+	3	CD630_22220, CD630_22221, CD630_22222
2574631	2575357	+	2	CD630_22230, CD630_22240
2582616	2585399	-	3	asrC, asrB, asrA
2586542	2588296	-	2	CD630_22350, CD630_22360
2589899	2592315	-	2	CD630_22390, nanA
2593329	2595206	-	2	CD630_22420, CD630_22430
2599316	2604397	-	2	cspC, cspBA
2604565	2606603	-	2	CD630_22480, CD630_22490
2615721	2617120	-	2	CD630_22580, CD630_22590
2625550	2627661	-	2	CD630_22650, CD630_22660
2629541	2632414	-	2	fruABC, fruK
2632581	2635111	-	2	CD630_22710, CD630_22720
2642323	2643674	-	2	CD630_22770, araD
2647187	2650569	-	2	CD630_22820, CD630_22830
2653578	2654595	+	2	CD630_22860, CD630_22870
2658954	2659899	+	3	CD630_22910, CD630_22920, CD630_22930
2665677	2666290	-	2	CD630_23000, CD630_23010
2671076	2671628	+	2	CD630_23070, CD630_23080
2673187	2676215	+	4	CD630_23110, CD630_23120, CD630_23130, CD630_23140
2677869	2680143	+	2	CD630_23160, CD630_23170
2682067	2683208	-	2	rpe, rpiB1
2683383	2685118	-	2	tkt', tkt
2685210	2687293	-	2	CD630_23230, CD630_23240
2694891	2700101	-	4	mtlD, mtlF, mtlR, mtlA
2704760	2707504	-	3	4hbD, cat2, CD630_23400
2709328	2713679	-	3	sucD, cat1, CD630_23440
2717305	2719993	-	2	grdD, grdC
2720249	2722064	-	2	grdB, grdA
2729251	2730657	-	3	CD630_23591, CD630_23600, CD630_23610
2731424	2735115	-	6	CD630_23630, CD630_23640, CD630_23650, CD630_23660, CD630_23670, CD630_23680
2735850	2738895	-	3	nadC, nadB, nadA
2745741	2748105	-	2	iorB, iorA
2749687	2755449	-	3	CD630_23830, CD630_23840, CD630_23850
2757938	2760072	-	3	CD630_23880, CD630_23890, CD630_23900
2768517	2769593	+	3	CD630_23990, cotJB2, cotJC2
2774898	2780591	+	3	CD630_24060, CD630_24070, CD630_24080
2784027	2785514	-	2	CD630_24110, CD630_24120
2785950	2788029	-	3	CD630_24130, CD630_24140, CD630_24150
2790293	2791864	-	2	CD630_24170, CD630_24180
2797912	2802402	-	4	CD630_24230, CD630_24240, ptb, buk1
2802559	2805135	-	4	CD630_24270, CD630_24280, CD630_24290, CD630_24291
2808178	2811122	-	2	glyS, glyQ
2811282	2812768	-	3	CD630_24340, recO, CD630_24351
2812841	2815125	-	2	CD630_24360, era
2815709	2816895	-	2	CD630_24390, CD630_24400
2816952	2819604	-	3	CD630_24411, spoIV, CD630_24430
2821175	2821827	-	2	CD630_24460, rpsU
2822383	2825407	-	3	CD630_24480, CD630_24490, prmA
2825848	2832349	-	5	CD630_24510, CD630_24520, CD630_24530, CD630_24540, CD630_24550
2833085	2834991	+	2	CD630_24560, CD630_24570
2835179	2837523	-	2	CD630_24580, CD630_24590
2841793	2843462	-	2	grpE, hrcA
2850031	2852303	-	3	CD630_24680, spoIIP, gpr
2852646	2853977	-	2	CD630_24710, CD630_24720
2855029	2857321	-	2	CD630_24740, CD630_24750
2857442	2859540	-	2	CD630_24760, CD630_24770
2862992	2864074	-	2	ung, CD630_24820
2867791	2869395	-	2	CD630_24860, CD630_24870
2869454	2871813	-	2	CD630_24880, CD630_24890
2879338	2881718	-	2	selA, selD
2892618	2894912	+	2	CD630_25050, LinCd
2899741	2901059	-	2	CD630_25110, CD630_25120
