Start	Stop	Strand	Number of Genes	Genes
685809	687978	+	2	SM2011_c02314, SM2011_c02315
690554	693959	-	2	rhaI, rhaD
696154	701467	+	5	rhaT, rhaP, rhaQ, rhaM, rhaK
702174	710525	+	10	icpA,mcpE, SM2011_c03005, cheY1, cheA, cheW1, cheR, cheB1, cheY2, cheD, SM2011_c03013
714091	715580	+	2	visN, visR
715589	717114	-	2	SM2011_c03017, flhB
718451	720930	-	3	fliN, fliM, motA
721129	722635	+	2	SM2011_c03023, flgF
722681	724632	+	2	fliI, SM2011_c03026
724940	731016	+	10	flgB, flgC, fliE, flgG, flgA, flgI, motE, flgH, fliL, fliP
737108	742170	+	5	SM2011_c03041, motB, motC, fliK, SM2011_c03045
744508	748477	+	6	flgK, flgL, flaF, flbT, flgD, fliQ
748602	751856	+	3	flhA, fliR, SM2011_c03056
752635	753569	+	2	SM2011_c03072, SM2011_c03057
759386	764333	+	4	aglF, aglG, aglA, aglK
768548	770730	-	2	pgl, zwf
770927	773666	-	2	ordL, SM2011_c00762
784468	787354	+	3	potG, potH, potI
798232	800249	+	2	SM2011_c00778, SM2011_c00779
803068	805228	+	2	SM2011_c00782, SM2011_c00783
809188	812791	+	4	dppB1, dppC1, dppD1, dppF1
823009	824910	+	2	SM2011_c00804, SM2011_c00805
830838	833300	+	3	ppx2, rrmJ, SM2011_c00812
843617	844308	+	2	SM2011_c00822, SM2011_c00823
846850	849109	-	2	SM2011_c00826, pit2
853446	856099	+	2	glcD, glcE
863130	866502	+	3	hisS, hisZ, hisG
872556	874401	+	2	SM2011_c00910, ribF
879457	881745	+	2	SM2011_c00904, SM2011_c00902
882946	883586	-	2	SM2011_c00900, SM2011_c00899
888043	890377	+	3	SM2011_c00895, kdtA, SM2011_c00893
895250	898329	+	2	SM2011_c00888, SM2011_c00887
903812	907033	-	4	SM2011_c00883, dgoA, dgoK1, fabG2
911879	914777	+	2	corA2, kup1
918078	919191	+	2	atpF2, atpF
923952	927244	-	3	moaB, ispE, SM2011_c00861
928631	929657	+	2	SM2011_c00859, SM2011_c00858
940094	943503	-	2	SM2011_c00992, SM2011_c00991
951318	953782	-	2	pdxR, SM2011_c00984
955079	957420	+	2	SM2011_c00982, SM2011_c00981
960796	963339	+	2	SM2011_c00977, SM2011_c00976
965801	967800	-	2	SM2011_c00974, SM2011_c00973
971126	972310	-	2	xseB, SM2011_c00969
973744	978296	-	5	SM2011_c00966, SM2011_c00965, bioB, bioN, bioM
992040	996429	+	5	ctaC, ctaD, ctaB, SM2011_c00130, ctaG
997564	999787	+	3	SM2011_c00014, surf1, ispH
999942	1001380	+	2	thrB, rnhA1
1003926	1007449	-	2	SM2011_c00074, rimJ
1007721	1010438	-	2	SM2011_c00451, thrC1
1015771	1017600	-	2	SM2011_c00081, mutY
1019197	1022876	+	2	SM2011_c05003, smc
1034854	1037303	-	2	cysN, cysD
1038428	1039293	+	2	SM2011_c00030, SM2011_c00031
1041155	1044158	-	2	betB, betC
1058099	1059882	-	2	phnA, SM2011_c00100
1061917	1063366	-	2	tam, dhe
1077559	1080236	-	3	SM2011_c00112, SM2011_c00454, ptrB
1085036	1090967	+	7	phaA2, phaB2, phaC2, phaD2, phaE2, phaF2, phaG2
1093561	1096078	+	2	SM2011_c00059, SM2011_c00060
1099692	1100817	-	2	SM2011_c00128, SM2011_c00457
1104979	1107025	+	2	feuP, feuQ
1107825	1111959	+	4	cycH, cycJ,ccmE, cycK,ccmF, cycL,ccmH
1113920	1119010	+	3	ragA, SM2011_c02367, glnE
1127284	1127653	-	2	SM2011_c02373, SM2011_c02374
1137229	1139728	-	2	SM2011_c02383, SM2011_c02384
1142786	1143146	-	2	SM2011_c02388, SM2011_c02389
1147071	1147930	-	3	SM2011_c06331, SM2011_c02394, SM2011_c02461
1156182	1157545	+	2	dapA1, smpB
1166696	1167210	+	2	SM2011_c02658, SM2011_c02657
1167716	1168776	+	2	SM2011_c02655, acpS
1168936	1171333	+	3	lepB, rnc, era
1171346	1173597	-	4	SM2011_c02650, arsC, aqpS, arsR
1182573	1183427	+	2	SM2011_c02638, SM2011_c02637
1187694	1191133	+	2	SM2011_c02633, SM2011_c02632
1198813	1202310	+	3	SM2011_c02661, SM2011_c02571, SM2011_c02660
1202484	1205431	-	4	SM2011_c02565, SM2011_c02561, SM2011_c02559, SM2011_c02558
1205540	1206568	-	2	SM2011_c02557, SM2011_c02556
1206727	1207646	-	2	SM2011_c02555, SM2011_c02554
1209211	1213076	+	5	cysS, SM2011_c02550, SM2011_c02549, SM2011_c02548, pip1
1220731	1222308	+	2	psd, pssA
1222913	1225155	-	2	SM2011_c00553, purF
1229692	1230761	+	2	SM2011_c00559, SM2011_c00560
1232734	1235863	+	3	SM2011_c00562, SM2011_c00563, SM2011_c00564
1236110	1237674	-	2	rplI, SM2011_c00566
1237868	1238591	-	2	rpsR, rpsF
1240672	1242378	+	2	fabD, fabG
1246293	1247843	+	2	SM2011_c00576, gmk
1248256	1251068	-	3	ksgA, pdxA1, SM2011_c00581
1251260	1255856	-	3	SM2011_c00582, SM2011_c00583, SM2011_c00584
1256170	1258132	+	2	pepA, SM2011_c00586
1258274	1259351	+	2	SM2011_c06366, SM2011_c05005
1268603	1269663	-	2	SM2011_c00596, SM2011_c00597
1270760	1272076	-	3	moaE, moaD, pgsA
1272311	1275096	-	2	uvrC, SM2011_c00603
1276343	1277706	-	2	SM2011_c00605, SM2011_c00606
1284847	1286207	+	2	SM2011_c00612, SM2011_c00613
1286217	1287946	-	2	purN, purM
1290117	1293862	+	2	ppk, ppx1
1310359	1312047	-	2	SM2011_c01763, ate
1316905	1320530	+	4	glyA1, nrdR, ribD, ribE
1321381	1322460	-	2	SM2011_c01775, SM2011_c01776
1322711	1324884	+	3	ribH1, nusB, SM2011_c01779
1329301	1331334	+	2	plsX, fabH
1335437	1339481	-	3	SM2011_c01790, SM2011_c01791, SM2011_c01792
1339540	1341290	-	2	SM2011_c01793, SM2011_c01794
1345830	1346770	-	2	SM2011_c01798, SM2011_c01799
1350281	1351215	-	2	rpsI, rplM
1353972	1356068	+	3	SM2011_c01808, SM2011_c01809, SM2011_c01810
1371002	1375755	+	2	SM2011_c01909, SM2011_c01910
1378261	1379818	+	3	nuoA1, nuoB1, nuoC1
1379875	1384133	+	5	nuoD1, SM2011_c01916, nuoE1, nuoF1, SM2011_c01919
1384334	1387479	+	2	nuoG1, nuoH
1388187	1396573	+	7	nuoJ, nuoK1, nuoL, nuoM, nuoN, birA, SM2011_c01929
1396632	1397445	+	2	SM2011_c01930, SM2011_c01931
1397532	1398106	-	2	SM2011_c01932, SM2011_c01933
1398817	1402180	+	3	proS, lolC, lolD
1409687	1411476	+	2	divK, pleD
1412225	1419701	-	5	SM2011_c01368, SM2011_c01367, SM2011_c01366, rnr, topA
1419893	1423915	-	4	SM2011_c01363, SM2011_c01362, SM2011_c01361, pyrB
1426833	1427320	+	2	SM2011_c01357, SM2011_c01356
1431194	1433196	+	2	gatB, SM2011_c01349
1434425	1437351	-	4	aat, accC, accB, aroQ
1460663	1461410	+	2	secE, nusG
1461627	1462758	+	2	rplK, rplA
1474606	1477205	+	2	rpsG, fusA1
1479026	1480635	+	3	rplC, rplD, rplW
1480679	1483829	+	7	rplB, rpsS, rplV, rpsC, rplP, rpmC, rpsQ
1484008	1486003	+	5	rplN, rplX, rplE, rpsN, rpsH
1486044	1486952	+	2	rplF, rplR
1487086	1488355	+	3	rpsE, rpmD, rplO
1488591	1490506	+	2	secY, adk
1493773	1495367	-	2	SM2011_c01282, SM2011_c01281
1495757	1498461	+	2	degP3, SM2011_c01279
1499103	1503960	-	7	SM2011_c01277, gph2, rluC, crcB, SM2011_c01273, SM2011_c01272, SM2011_c01271
1507417	1512267	+	3	SM2011_c01267, SM2011_c01266, SM2011_c01265
1516241	1517740	-	2	SM2011_c01259, SM2011_c01258
1532792	1534586	+	4	SM2011_c01006, SM2011_c01007, SM2011_c01008, SM2011_c01009
1537981	1539167	+	2	SM2011_c01012, SM2011_c01013
1544557	1546795	+	2	SM2011_c01019, SM2011_c01020
1546792	1548020	-	2	SM2011_c01021, SM2011_c01022
1551582	1553314	+	2	SM2011_c01026, kdsA
1555949	1559751	+	3	pdhA, pdhB, pdhC
1559808	1562496	+	3	SM2011_c01033, SM2011_c01034, lpdA1
1565390	1567100	-	2	SM2011_c01039, ispDF
1567249	1570873	+	3	dusB, ntrB, ntrC
1571095	1574722	+	2	ntrY, ntrX
1574777	1577028	+	2	trkA, SM2011_c01047
1577129	1578775	+	2	hfq,nrfA, hflX
1581614	1583038	-	2	SM2011_c01051, SM2011_c01052
1583262	1587254	+	4	cysG, SM2011_c01054, cysI, SM2011_c02123
1588833	1591980	-	3	aapP, aapM, aapQ
1594690	1596126	-	2	SM2011_c02116, SM2011_c02115
1599470	1602349	+	2	clpS1, clpA
1602422	1603509	+	2	SM2011_c02108, SM2011_c02107
1603763	1606613	-	4	SM2011_c02106, SM2011_c02105, SM2011_c02104, SM2011_c02103
1610660	1612833	+	3	rrf, uppS, cdsA
1616712	1621101	+	5	lpxD, fabZ, lpxA, SM2011_c02090, lpxB
1626051	1627469	+	2	exbB, exbD
1648089	1649667	+	2	scpA, scpB
1651216	1652702	+	2	tatB, tatC
1652839	1655570	+	3	serS, surE, pcm
1660074	1663903	+	3	secD1, SM2011_c02056, crtB
1670088	1674470	-	3	gcvP, gcvH, gcvT
1701276	1704749	+	4	lrp3, lpsC, lpsD, lpsE
1719016	1720640	+	3	coaD, ppiA, ppiB
1720817	1723030	+	2	queA, tgt
1724640	1726252	-	2	SM2011_c01204, SM2011_c06524
1735642	1738824	-	3	SM2011_c01194, SM2011_c01193, metG
1739456	1741188	-	2	SM2011_c01190, tmk
1752672	1753339	+	2	SM2011_c01179, SM2011_c01178
1753416	1754050	-	2	SM2011_c01177, SM2011_c01176
1755362	1757204	+	2	cysK2, alaS2
1757402	1758834	+	2	sseA, SM2011_c01171
1785638	1786839	+	3	SM2011_c00959, xthA1, SM2011_c00958
1787239	1791062	-	2	mfd, SM2011_c00227
1793299	1796330	-	3	SM2011_c00229, SM2011_c00230, glmS
1800099	1805562	+	5	ppiD, trpD, trpC, moaC, moeA
1809802	1813461	-	3	SM2011_c00244, SM2011_c00243, SM2011_c00245
1820311	1820778	+	2	SM2011_c00250, SM2011_c00251
1823924	1824450	+	2	SM2011_c04437, SM2011_c00255
1826874	1832956	-	6	SM2011_c00259, SM2011_c00260, SM2011_c00261, SM2011_c00262, SM2011_c00263, SM2011_c00264
1837148	1839894	-	3	SM2011_c00268, SM2011_c00269, SM2011_c00270
1840200	1843896	+	4	SM2011_c00271, SM2011_c00272, SM2011_c00273, SM2011_c00274
1845375	1847736	-	2	SM2011_c00276, SM2011_c00277
1852078	1853183	+	2	SM2011_c00283, SM2011_c00284
1858231	1859300	-	2	SM2011_c00288, cspA5
1867835	1872076	+	4	phbC, sfsA, map1, radC
1874323	1878026	-	4	SM2011_c00302, sufS, sufD, sufC
1888579	1889890	+	3	bcp, SM2011_c00523, SM2011_c00540
1891539	1893455	+	2	rhlE1, SM2011_c00521
1893474	1896451	-	4	SM2011_c00520, SM2011_c00519, SM2011_c00518, SM2011_c00517
1896507	1899256	-	3	SM2011_c00516, SM2011_c00515, SM2011_c00514
1899416	1901508	+	2	SM2011_c00513, SM2011_c00512
1901571	1903542	+	3	rpe, SM2011_c00510, SM2011_c00509
1908450	1909855	+	2	SM2011_c00503, SM2011_c00502
1909896	1912299	+	2	SM2011_c00501, SM2011_c00500
1912358	1914899	+	3	SM2011_c00499, SM2011_c00498, SM2011_c00497
1915507	1916532	+	2	purC, SM2011_c00494
1927163	1928868	-	2	SM2011_c00535, ttcA
1932768	1934418	-	2	murI, trmJ
1957323	1959898	+	2	SM2011_c00467, SM2011_c00466
1960624	1962372	-	3	folK, folB, folP
1972502	1975283	-	3	fbcC, fbcB, fbcF
1987511	1989471	-	2	SM2011_c00175, SM2011_c00174
2003026	2005538	-	2	tolB2, nadE2
2008353	2010510	+	2	SM2011_c00159, SM2011_c00158
2025456	2027557	+	3	SM2011_c00197, mobA, mobB
2031285	2032915	+	2	SM2011_c00139, SM2011_c00138
2036183	2037747	+	2	SM2011_c00133, SM2011_c00132
2038345	2039749	-	2	SM2011_c04210, SM2011_c04211
2044008	2044927	+	2	SM2011_c04216, SM2011_c04217
2044947	2046631	-	2	SM2011_c04218, SM2011_c04219
2046752	2047190	-	2	SM2011_c04220, SM2011_c06634
2047275	2048082	-	2	SM2011_c04221, SM2011_c04222
2053893	2054884	+	2	SM2011_c04228, SM2011_c04229
2066817	2068940	-	3	zur, znuB, znuC
2072986	2075351	+	2	SM2011_c04248, SM2011_c04249
2079745	2081656	-	2	SM2011_c04253, SM2011_c04254
2084280	2087214	-	3	SM2011_c04256, SM2011_c04257, SM2011_c04258
2090296	2092097	-	2	SM2011_c04261, gnd
2095056	2095836	+	2	SM2011_c04265, SM2011_c04266
2096073	2098036	-	2	lpxXL, adhA2
2098273	2101250	-	3	SM2011_c04273, fabF2, SM2011_c04277
2101860	2105972	-	4	cobD, cobC, cobB, cobA
2109524	2112074	-	2	SM2011_c04290, SM2011_c04293
2112116	2115690	-	4	SM2011_c04294, SM2011_c04295, SM2011_c04297, SM2011_c04301
2115887	2120369	-	2	cobO, cobN
2120442	2122037	-	2	cobW, cobP
2135152	2136971	-	2	SM2011_c04326, SM2011_c04327
2144720	2146690	+	3	SM2011_c04337, SM2011_c04339, SM2011_c04340
2146811	2150185	+	3	SM2011_c04342, SM2011_c04345, SM2011_c04347
2150980	2151811	-	2	SM2011_c04161, SM2011_c04162
2155392	2156626	-	2	SM2011_c04167, SM2011_c04168
2165027	2170720	-	4	SM2011_c04176, SM2011_c04177, SM2011_c04178, SM2011_c04179
2170993	2171745	+	2	SM2011_c04180, SM2011_c04181
2171935	2173450	-	4	SM2011_c04182, SM2011_c06657, SM2011_c06658, SM2011_c04183
2174828	2176725	-	2	SM2011_c04186, SM2011_c04187
2185412	2186025	+	2	SM2011_c04199, SM2011_c04200
2188348	2189881	+	2	fecI, fecR
2193035	2197007	+	3	SM2011_c04206, rspD, rspE
2199131	2199785	+	2	SM2011_c04441, SM2011_c04269
2201198	2203056	-	2	SM2011_c04272, SM2011_c04274
2206305	2208742	-	2	SM2011_c04283, SM2011_c04287
2217141	2221193	-	3	SM2011_c04300, SM2011_c04316, SM2011_c04317
2222835	2224595	+	2	gst10, mocA
2226718	2228734	-	3	SM2011_c04324, SM2011_c04338, SM2011_c04341
2232422	2235639	+	2	macA, macB
2239229	2241348	-	2	SM2011_c04361, SM2011_c04362
2252757	2253367	+	2	SM2011_c01410, SM2011_c01489
2253389	2260416	-	5	SM2011_c01490, SM2011_c01411, SM2011_c01412, SM2011_c01413, cyaI1
2266288	2268006	+	3	SM2011_c01418, rpoE1, SM2011_c01420
2268026	2269696	-	3	SM2011_c01422, nthB, nthA
2273730	2276103	-	2	ilvH, ilvI
2280466	2281925	+	2	serB, SM2011_c01437
2284263	2286280	-	2	hflC, hflK
2286475	2287636	-	2	folA, gst6
2288917	2289376	-	2	SM2011_c01446, SM2011_c01447
2291240	2291992	+	2	SM2011_c01450, SM2011_c01451
2300419	2304746	-	2	SM2011_c01457, SM2011_c01458
2305050	2306298	+	2	SM2011_c01459, SM2011_c01460
2309047	2310255	-	2	SM2011_c01462, SM2011_c01463
2314977	2317513	-	2	cheW2, mcpW
2323519	2324547	-	2	SM2011_c01883, SM2011_c01882
2324752	2326451	-	2	panB, panC
2329748	2332324	-	2	recN, SM2011_c01876
2335834	2339002	-	3	ftsA, ftsQ, ddl
2341785	2346450	-	4	murB, murC, murG, ftsW
2346508	2349006	-	2	murD, mraY
2349248	2352143	-	2	murF, murE
2352310	2355940	-	4	ftsI, SM2011_c01859, mraW, SM2011_c01857
2358887	2360382	-	2	amiD, djlA
2365589	2367501	+	2	btaA, btaB
2371459	2373425	-	2	metF, SM2011_c01842
2376551	2380126	+	3	SM2011_c02818, SM2011_c02817, ilvG
2385873	2388400	-	2	SM2011_c01582, SM2011_c01588
2394900	2397632	+	3	SM2011_c01606, SM2011_c01607, SM2011_c01608
2403934	2405958	-	3	rpiB, tpiB, SM2011_c01615
2406052	2419063	-	12	eryC, SM2011_c01617, SM2011_c01618, SM2011_c01619, eryB, fucA1, SM2011_c01622, eryA, SM2011_c01624, SM2011_c01625, SM2011_c01626, SM2011_c01627
2425408	2427858	+	3	SM2011_c01633, SM2011_c01634, SM2011_c01635
2433202	2436053	+	2	SM2011_c01640, caiD
2436325	2441540	+	4	prbA, prbB, prbC, prbD
2446295	2447630	-	2	SM2011_c01649, SM2011_c01650
2450102	2454349	+	4	SM2011_c01653, SM2011_c01654, SM2011_c01655, SM2011_c01656
2454652	2458723	+	3	fhuA2, SM2011_c01658, SM2011_c01659
2461191	2466082	-	2	SM2011_c01662, SM2011_c01663
2470737	2471692	-	2	SM2011_c01667, SM2011_c01668
2476173	2479443	-	3	SM2011_c01541, SM2011_c01542, SM2011_c01543
2490601	2493402	+	2	SM2011_c01551, SM2011_c01552
2503930	2506175	-	2	tdh, bioF
2513650	2515297	+	3	SM2011_c01571, SM2011_c01572, SM2011_c01577
2517018	2517489	+	2	SM2011_c01580, SM2011_c01581
2524739	2526860	+	2	SM2011_c01593, SM2011_c01595
2527322	2528642	-	2	proC, SM2011_c02678
2529693	2531650	+	2	lgt, SM2011_c02682
2531813	2533760	+	2	SM2011_c02683, SM2011_c02684
2545726	2546648	+	2	SM2011_c02696, SM2011_c02697
2547615	2550183	-	3	SM2011_c02700, nudL, SM2011_c02702
2550482	2557309	+	4	SM2011_c02703, SM2011_c02704, SM2011_c02705, SM2011_c02706
2562263	2563609	+	2	rpoE3, SM2011_c02714
2563732	2564408	-	2	SM2011_c02715, SM2011_c02716
2570678	2573008	-	3	SM2011_c02722, queF, SM2011_c02724
2580906	2583422	-	2	SM2011_c02729, SM2011_c02730
2585464	2588532	-	2	SM2011_c02733, SM2011_c02734
2591830	2594498	+	3	choW, choV, SM2011_c04457
2603396	2606962	-	4	dppF2, dppD2, dppC2, dppB2
2611013	2611686	+	2	ntrP, ntrR1
2611814	2612586	+	2	SM2011_c01520, SM2011_c01519
2613084	2613677	-	2	SM2011_c01518, SM2011_c01517
2615898	2617110	+	2	hmuP, hmuS
2617168	2620020	+	3	hmuT, hmuU, hmuV
2623033	2623762	-	2	rpoE2, rsiA1
2626767	2632459	-	6	SM2011_c01502, mtlK, smoS, smoK, smoG, smoF
2635306	2638012	+	2	SM2011_c01814, SM2011_c01815
2646712	2650753	+	5	SM2011_c01823, SM2011_c01824, SM2011_c01825, SM2011_c01826, SM2011_c01827
2651358	2655872	+	2	SM2011_c01828, SM2011_c01829
2656177	2658251	-	4	ureG, ureF, ureE, SM2011_c01833
2659273	2659960	+	2	SM2011_c01995, SM2011_c01836
2660323	2665900	-	8	ureC, SM2011_c01838, SM2011_c02046, ureB, SM2011_c01940, ureA, ureD, SM2011_c01943
2669195	2673466	-	5	SM2011_c01947, livF, livG, livM, livH
2676206	2678634	+	2	SM2011_c01955, SM2011_c01956
2680616	2681814	-	2	SM2011_c01994, SM2011_c01959
2683975	2687436	-	4	SM2011_c01962, SM2011_c01963, SM2011_c01964, SM2011_c01965
2695368	2698045	-	2	puuB, puuA
2699124	2702309	+	3	SM2011_c01975, SM2011_c01976, SM2011_c01977
2702407	2705254	+	3	SM2011_c01978, SM2011_c01979, SM2011_c01980
2705979	2710539	+	5	coxM, coxN, coxO, coxP, SM2011_c01986
2720033	2723698	-	4	SM2011_c02017, SM2011_c02018, SM2011_c02019, SM2011_c02020
2728286	2734103	-	5	SM2011_c02025, SM2011_c02026, SM2011_c02027, SM2011_c02028, SM2011_c02029
2743085	2756084	+	15	SM2011_c02037, gldA, SM2011_c02039, SM2011_c02040, SM2011_c02041, pgiA1, eda1, SM2011_c02044, SM2011_c02045, SM2011_c02332, SM2011_c02460, deoC, SM2011_c02334, SM2011_c02335, kduD
2756304	2758783	-	2	SM2011_c02452, SM2011_c02337
2761715	2765169	-	2	SM2011_c02341, tkt1
2767937	2771642	-	4	SM2011_c02345, SM2011_c02346, asfB, asfA
2773127	2775332	-	2	SM2011_c02352, SM2011_c02353
2775491	2776946	+	2	SM2011_c02354, SM2011_c02355
2778291	2783652	+	6	SM2011_c02357, SM2011_c02358, SM2011_c02359, SM2011_c02360, SM2011_c02412, SM2011_c02413
2790425	2797047	+	6	SM2011_c02418, SM2011_c02419, SM2011_c02420, mtaD, SM2011_c02423, SM2011_c02424
2797940	2799323	+	2	SM2011_c02426, hyuE
2817687	2819657	-	2	hemK1, prfA
2825263	2826545	-	2	SM2011_c02441, SM2011_c02442
2826642	2827694	-	2	grxC, SM2011_c02444
2829647	2832253	-	3	mutT, SM2011_c02449, argJ
2837729	2840419	+	2	SM2011_c00743, SM2011_c00742
2842286	2843052	+	2	SM2011_c00740, SM2011_c00739
2847482	2849967	+	4	SM2011_c00733, SM2011_c00732, SM2011_c00731, SM2011_c00730
2855415	2856898	+	2	SM2011_c00724, lysA
2861836	2862885	-	2	hpt, SM2011_c00718
2863250	2864942	+	2	ftsE, ftsX
2868545	2870574	-	2	tyrC, hisC1
2871565	2872777	+	2	gloB, SM2011_c00707
2881813	2884830	-	3	SM2011_c00697, aroB, aroK
2884915	2885489	-	2	SM2011_c00694, SM2011_c00693
2885777	2886858	+	2	SM2011_c00692, xerD
2888120	2889801	+	2	SM2011_c00689, SM2011_c00688
