Start	Stop	Strand	Number of Genes	Genes
788758	793396	+	3	Elen_0618, Elen_0619, Elen_0620
793631	796138	+	2	Elen_0621, Elen_0622
797837	799648	+	2	Elen_0624, Elen_0625
799857	801927	+	2	Elen_0626, Elen_0627
806656	820558	+	13	Elen_0631, Elen_0632, Elen_0633, Elen_0634, Elen_0635, Elen_0636, Elen_0637, Elen_0638, Elen_0639, Elen_0640, Elen_0641, Elen_0642, Elen_0643
826972	831045	+	3	Elen_0650, Elen_0651, Elen_0652
831184	832515	+	2	Elen_0653, Elen_0654
832878	835530	+	2	Elen_0655, Elen_0656
835605	837222	+	2	Elen_0657, Elen_0658
841628	842787	+	2	Elen_0664, Elen_0665
845416	846923	-	2	Elen_0668, Elen_0669
847135	849692	+	2	Elen_0670, Elen_0671
849922	852022	+	2	Elen_0672, Elen_0673
864616	867221	+	3	Elen_0683, Elen_0684, Elen_0685
871712	872848	-	2	Elen_0689, Elen_0690
873009	880122	-	9	Elen_0691, Elen_0692, Elen_0693, Elen_0694, Elen_0695, Elen_0696, Elen_0697, Elen_0698, Elen_0699
880542	881407	+	2	Elen_0700, Elen_0701
887046	888667	-	2	Elen_0708, Elen_0709
893015	900964	+	2	Elen_0714, Elen_0715
910012	912584	+	2	Elen_0723, Elen_0724
912702	914415	+	2	Elen_0725, Elen_0726
920276	924214	+	3	Elen_0731, Elen_0732, Elen_0733
929434	931474	-	2	Elen_0737, Elen_0738
931908	934687	+	3	Elen_0740, Elen_0741, Elen_0742
934802	936519	-	2	Elen_0743, Elen_0744
940096	943886	+	3	Elen_0746, Elen_0747, Elen_0748
970649	972691	-	3	Elen_0773, Elen_0774, Elen_0775
972782	974592	+	2	Elen_0776, Elen_0777
978697	980258	+	3	Elen_0783, Elen_0784, Elen_0785
981101	983403	+	2	Elen_0787, Elen_0788
983597	990107	+	6	Elen_0789, Elen_0790, Elen_0791, Elen_0792, Elen_0793, Elen_0794
990252	994527	+	2	Elen_0795, Elen_0796
995414	1002952	+	5	Elen_0798, Elen_0799, Elen_0800, Elen_0801, Elen_0802
1003755	1006779	+	4	Elen_0804, Elen_0805, Elen_0806, Elen_0807
1009477	1011257	+	2	Elen_0812, Elen_0813
1014055	1020888	-	3	Elen_0816, Elen_0817, Elen_0818
1021075	1022453	+	2	Elen_0819, Elen_0820
1023046	1023684	+	2	Elen_0822, Elen_0823
1023762	1024832	-	2	Elen_0824, Elen_0825
1029241	1030088	+	2	Elen_0832, Elen_0833
1030205	1033211	+	3	Elen_0834, Elen_0835, Elen_0836
1034570	1038146	+	3	Elen_0838, Elen_0839, Elen_0840
1038693	1039879	+	2	Elen_0842, Elen_0843
1040004	1041148	+	2	Elen_0844, Elen_0845
1041262	1042777	-	2	Elen_0846, Elen_0847
1043001	1045044	-	2	Elen_0848, Elen_0849
1046145	1047867	-	2	Elen_0852, Elen_0853
1048418	1051768	-	4	Elen_0855, Elen_0856, Elen_0857, Elen_0858
1052916	1055285	-	2	Elen_0860, Elen_0861
1057304	1060335	-	3	Elen_0863, Elen_0864, Elen_0865
1072347	1075199	-	3	Elen_0873, Elen_0874, Elen_0875
1077402	1084626	-	9	Elen_0879, Elen_0880, Elen_0881, Elen_0882, Elen_0883, Elen_0884, Elen_0885, Elen_0886, Elen_0887
1085173	1088143	-	2	Elen_0889, Elen_0890
1088512	1092143	-	3	Elen_0891, Elen_0892, Elen_0893
1095030	1096868	-	2	Elen_0896, Elen_0897
1097547	1100529	-	3	Elen_0899, Elen_0900, Elen_0901
1100650	1102856	-	2	Elen_0902, Elen_0903
1105590	1106226	-	2	Elen_0906, Elen_0907
1112994	1121404	-	5	Elen_0910, Elen_0911, Elen_0912, Elen_0913, Elen_0914
1121532	1123402	-	3	Elen_0915, Elen_0916, Elen_0917
1123517	1127358	-	3	Elen_0918, Elen_0919, Elen_0920
1127510	1127976	-	2	Elen_0921, Elen_0922
1129548	1131736	-	2	Elen_0926, Elen_0927
1131998	1136530	+	3	Elen_0928, Elen_0929, Elen_0930
1137781	1140074	-	3	Elen_0932, Elen_0933, Elen_0934
1140334	1142011	-	2	Elen_0935, Elen_0936
1143023	1144652	-	3	Elen_0938, Elen_0939, Elen_0940
1149329	1150636	+	2	Elen_0944, Elen_0945
1151952	1153030	+	2	Elen_0947, Elen_0948
1166221	1170737	+	6	Elen_0959, Elen_0960, Elen_0961, Elen_0962, Elen_0963, Elen_0964
1179788	1180956	+	2	Elen_0972, Elen_0973
1184404	1186568	+	2	Elen_0977, Elen_0978
1189075	1191031	+	2	Elen_0982, Elen_0983
1195698	1197858	+	2	Elen_0986, Elen_0987
1201971	1204723	-	2	Elen_0990, Elen_0991
1207856	1211027	-	4	Elen_0997, Elen_0998, Elen_0999, Elen_1000
1215356	1216592	-	2	Elen_1004, Elen_1005
1216662	1219746	-	2	Elen_1006, Elen_1007
1221766	1224166	-	2	Elen_1009, Elen_1010
1224425	1227391	+	2	Elen_1011, Elen_1012
1227638	1230519	+	2	Elen_1013, Elen_1014
1234105	1237084	+	2	Elen_1017, Elen_1018
1237311	1238110	+	2	Elen_1019, Elen_1020
1238107	1239026	-	2	Elen_1021, Elen_1022
1239245	1242661	+	3	Elen_1023, Elen_1024, Elen_1025
1243020	1245977	+	2	Elen_1026, Elen_1027
1246118	1249145	+	3	Elen_1028, Elen_1029, Elen_1030
1253278	1255206	+	2	Elen_1035, Elen_1036
1256232	1257318	+	2	Elen_1038, Elen_1039
1257739	1263278	+	6	Elen_1041, Elen_1042, Elen_1043, Elen_1044, Elen_1045, Elen_1046
1263533	1265744	+	2	Elen_1047, Elen_1048
1280564	1282871	+	3	Elen_1057, Elen_1058, Elen_1059
1282936	1284887	+	3	Elen_1060, Elen_1061, Elen_1062
1284889	1287739	-	3	Elen_1063, Elen_1064, Elen_1065
1291294	1293264	-	3	Elen_1068, Elen_1069, Elen_1070
1295845	1299421	+	3	Elen_1072, Elen_1073, Elen_1074
1303080	1307190	+	3	Elen_1078, Elen_1079, Elen_1080
1307413	1309567	+	3	Elen_1081, Elen_1082, Elen_1083
1313880	1316179	+	2	Elen_1087, Elen_1088
1316321	1319381	+	2	Elen_1089, Elen_1090
1320106	1322994	-	2	Elen_1091, Elen_1092
1327668	1330034	+	2	Elen_1097, Elen_1098
1330037	1331214	-	2	Elen_1099, Elen_1100
1336616	1339408	+	2	Elen_1105, Elen_1106
1339468	1340025	+	2	Elen_1107, Elen_1108
1348934	1352015	-	3	Elen_1119, Elen_1120, Elen_1121
1355115	1356469	-	2	Elen_1125, Elen_1126
1357629	1359717	+	2	Elen_1128, Elen_1129
1359819	1361764	+	2	Elen_1130, Elen_1131
1362962	1366881	+	4	Elen_1133, Elen_1134, Elen_1135, Elen_1136
1372265	1374238	+	2	Elen_1141, Elen_1142
1374569	1376171	+	2	Elen_1143, Elen_1144
1376212	1381148	+	4	Elen_1145, Elen_1146, Elen_1147, Elen_1148
1385858	1388271	-	2	Elen_1153, Elen_1154
1390809	1394744	-	3	Elen_1158, Elen_1159, Elen_1160
1394814	1396487	-	2	Elen_1161, Elen_1162
1402228	1404586	+	3	Elen_1167, Elen_1168, Elen_1169
1404655	1406804	+	2	Elen_1170, Elen_1171
1407447	1410782	+	3	Elen_1172, Elen_1173, Elen_1174
1415247	1416304	+	2	Elen_1179, Elen_1180
1419579	1420333	+	2	Elen_1183, Elen_1184
1426167	1430464	+	3	Elen_1190, Elen_1191, Elen_1192
1431607	1435948	+	2	Elen_1194, Elen_1195
1439319	1443837	-	3	Elen_1200, Elen_1201, Elen_1202
1445501	1446752	+	2	Elen_1204, Elen_1205
1446961	1448447	+	2	Elen_1206, Elen_1207
1455239	1456569	+	2	Elen_1213, Elen_1214
1465636	1469771	-	4	Elen_1220, Elen_1221, Elen_1222, Elen_1223
1473790	1475251	+	2	Elen_1226, Elen_1227
1476235	1478094	+	2	Elen_1229, Elen_1230
1479612	1480775	+	3	Elen_1233, Elen_1234, Elen_1235
1481319	1484587	+	2	Elen_1237, Elen_1238
1489747	1496147	+	2	Elen_1243, Elen_1244
1497533	1500259	+	2	Elen_1246, Elen_1247
1505617	1509661	+	4	Elen_1253, Elen_1254, Elen_1255, Elen_1256
1509877	1516908	+	6	Elen_1257, Elen_1258, Elen_1259, Elen_1260, Elen_1261, Elen_1262
1516949	1519634	+	2	Elen_1263, Elen_1264
1520179	1524691	+	3	Elen_1265, Elen_1266, Elen_1267
1525611	1528590	+	3	Elen_1269, Elen_1270, Elen_1271
1532728	1536331	+	3	Elen_1275, Elen_1276, Elen_1277
1540769	1542395	+	3	Elen_1283, Elen_1284, Elen_1285
1549109	1553586	+	2	Elen_1292, Elen_1293
1553568	1554490	-	2	Elen_1294, Elen_1295
1556350	1558142	+	2	Elen_1297, Elen_1298
1558191	1562384	-	4	Elen_1299, Elen_1300, Elen_1301, Elen_1302
1579603	1580600	+	2	Elen_1313, Elen_1314
1584917	1585904	+	2	Elen_1320, Elen_1321
1586115	1588654	+	2	Elen_1322, Elen_1323
1591049	1594365	+	5	Elen_1326, Elen_1327, Elen_1328, Elen_1329, Elen_1330
1594453	1603896	+	9	Elen_1331, Elen_1332, Elen_1333, Elen_1334, Elen_1335, Elen_1336, Elen_1337, Elen_1338, Elen_1339
1606887	1613356	-	4	Elen_1342, Elen_1343, Elen_1344, Elen_1345
1613564	1615482	+	2	Elen_1346, Elen_1347
1619031	1623971	+	4	Elen_1353, Elen_1354, Elen_1355, Elen_1356
1624158	1625189	+	2	Elen_1357, Elen_1358
1625322	1627253	+	3	Elen_1359, Elen_1360, Elen_1361
1632535	1636948	+	2	Elen_1366, Elen_1367
1637654	1638539	+	2	Elen_1369, Elen_1370
1638593	1640501	+	2	Elen_1371, Elen_1372
1646403	1647430	+	3	Elen_1378, Elen_1379, Elen_1380
1647471	1648756	+	2	Elen_1381, Elen_1382
1649526	1653469	+	3	glyQ, Elen_1385, Elen_1386
1664654	1668316	+	4	Elen_1393, Elen_1394, Elen_1395, Elen_1396
1675853	1676871	+	2	Elen_1402, Elen_1403
1678649	1684601	+	7	Elen_1406, Elen_1407, Elen_1408, Elen_1409, Elen_1410, Elen_1411, Elen_1412
1686050	1687784	+	2	Elen_1415, Elen_1416
1688015	1691036	+	2	Elen_1417, Elen_1418
1699999	1701836	+	2	Elen_1426, Elen_1427
1707711	1710091	+	2	Elen_1433, Elen_1434
1710947	1714505	+	2	Elen_1436, Elen_1437
1715811	1719343	+	2	Elen_1439, Elen_1440
1722768	1724489	-	2	Elen_1443, Elen_1444
1728667	1730791	+	2	Elen_1449, Elen_1450
1735587	1738364	+	4	Elen_1454, Elen_1455, Elen_1456, Elen_1457
1742836	1747660	+	2	Elen_1461, Elen_1462
1751105	1752752	+	2	Elen_1465, Elen_1466
1762021	1763489	+	2	Elen_1472, Elen_1473
1765624	1766877	+	2	Elen_1475, Elen_1476
1772497	1774586	+	2	Elen_1483, Elen_1484
1774637	1779364	+	3	Elen_1485, Elen_1486, Elen_1487
1780710	1786990	+	5	Elen_1490, Elen_1491, Elen_1492, Elen_1493, Elen_1494
1788408	1789875	+	3	Elen_1497, Elen_1498, Elen_1499
1790619	1792996	+	2	Elen_1501, Elen_1502
1793189	1799615	+	6	Elen_1503, Elen_1504, Elen_1505, Elen_1506, Elen_1507, Elen_1508
1799744	1803306	+	2	Elen_1509, Elen_1510
1803376	1804247	+	2	Elen_1511, Elen_1512
1804381	1813086	-	5	Elen_1513, Elen_1514, Elen_1515, Elen_1516, Elen_1517
1815861	1818110	-	3	Elen_1520, Elen_1521, Elen_1522
1818365	1820048	-	2	Elen_1523, Elen_1524
1820957	1822628	-	3	Elen_1526, Elen_1527, Elen_1528
1822768	1824431	+	2	Elen_1529, Elen_1530
1826586	1827924	+	2	Elen_1533, Elen_1534
1827978	1831561	-	2	Elen_1535, Elen_1536
1831683	1833360	-	2	Elen_1537, Elen_1538
1833429	1834136	-	2	Elen_1539, Elen_1540
1840247	1842134	+	2	Elen_1549, Elen_1550
1853569	1855139	+	2	Elen_1558, Elen_1559
1856051	1858295	+	2	Elen_1561, Elen_1562
1860837	1862376	-	2	Elen_1565, Elen_1566
1867227	1872679	+	6	Elen_1570, Elen_1571, Elen_1572, Elen_1573, Elen_1574, Elen_1575
1873779	1879606	+	5	Elen_1577, Elen_1578, Elen_1579, Elen_1580, Elen_1581
1879769	1884888	+	5	Elen_1582, Elen_1583, Elen_1584, Elen_1585, Elen_1586
1885247	1889396	+	3	Elen_1587, Elen_1588, Elen_1589
1889507	1890876	+	2	Elen_1590, Elen_1591
1893560	1895637	-	2	Elen_1594, Elen_1595
1895700	1897174	+	3	Elen_1596, Elen_1597, Elen_1598
1905520	1906412	-	2	Elen_1607, Elen_1608
1911192	1913893	-	3	Elen_1613, Elen_1614, Elen_1615
1914049	1916679	-	2	Elen_1616, Elen_1617
1916952	1918689	-	2	Elen_1618, Elen_1619
1918919	1922030	-	3	Elen_1620, Elen_1621, Elen_1622
1922175	1925852	-	2	Elen_1623, Elen_1624
1933035	1934900	-	2	Elen_1630, Elen_1631
1935165	1936971	+	2	Elen_1632, Elen_1633
1937106	1937606	+	2	Elen_1634, Elen_1635
1938643	1941214	-	3	Elen_1637, Elen_1638, Elen_1639
1941410	1944288	-	4	Elen_1640, Elen_1641, Elen_1642, Elen_1643
1946018	1949271	-	3	Elen_1645, Elen_1646, Elen_1647
1950485	1954627	-	4	Elen_1649, Elen_1650, Elen_1651, Elen_1652
1956248	1960258	-	3	Elen_1655, Elen_1656, Elen_1657
1962271	1963428	-	3	Elen_1659, Elen_1660, Elen_1661
1963621	1966220	-	3	Elen_1662, Elen_1663, Elen_1664
1968664	1973407	-	2	Elen_1670, Elen_1671
1975338	1978149	-	3	Elen_1673, Elen_1674, Elen_1675
1980344	1982003	-	2	Elen_1678, Elen_1679
1982241	1986430	-	3	Elen_1680, Elen_1681, Elen_1682
1989712	1991740	-	3	Elen_1686, Elen_1687, Elen_1688
1991914	1993489	-	2	Elen_1689, Elen_1690
1994846	1998252	+	2	Elen_1692, Elen_1693
1998498	2000757	-	2	Elen_1694, Elen_1695
2006358	2008595	-	2	Elen_1701, Elen_1702
2008814	2011491	-	4	Elen_1703, Elen_1704, Elen_1705, Elen_1706
2011563	2014066	-	2	Elen_1707, Elen_1708
2016503	2019427	-	3	Elen_1711, Elen_1712, Elen_1713
2019561	2020935	-	2	Elen_1714, Elen_1715
2021006	2023086	-	2	Elen_1716, Elen_1717
2024708	2026509	+	2	Elen_1719, Elen_1720
2026529	2030511	-	3	Elen_1721, Elen_1722, Elen_1723
2033421	2035662	-	2	Elen_1726, Elen_1727
2038354	2041118	-	4	Elen_1730, Elen_1731, Elen_1732, Elen_1733
2046700	2049607	+	2	Elen_1739, Elen_1740
2049729	2050879	+	2	Elen_1741, Elen_1742
2050958	2052798	-	2	Elen_1743, Elen_1744
2052852	2055497	-	3	Elen_1745, thiH, Elen_1747
2055540	2056345	-	2	Elen_1748, Elen_1749
2057928	2059532	-	2	Elen_1751, Elen_1752
2060136	2063998	-	4	Elen_1754, Elen_1755, Elen_1756, Elen_1757
2064058	2065761	-	3	Elen_1758, Elen_1759, Elen_1760
2066116	2068412	-	2	Elen_1762, Elen_1763
2068716	2073371	-	2	Elen_1764, Elen_1765
2074551	2075390	-	2	Elen_1768, Elen_1769
2075964	2078098	+	2	Elen_1770, Elen_1771
2080146	2081543	+	2	Elen_1774, Elen_1775
2087127	2092359	-	4	Elen_1781, Elen_1782, Elen_1783, Elen_1784
2093841	2097073	-	2	Elen_1786, Elen_1787
2097139	2103312	-	6	Elen_1788, Elen_1789, Elen_1790, Elen_1791, Elen_1792, Elen_1793
2104961	2107409	-	3	Elen_1796, Elen_1797, Elen_1798
2112450	2115313	-	2	Elen_1802, Elen_1803
2120040	2123420	-	4	Elen_1806, Elen_1807, Elen_1808, Elen_1809
2123716	2128522	-	4	Elen_1810, Elen_1811, Elen_1812, Elen_1813
2131896	2138157	-	2	Elen_1816, Elen_1817
2138423	2140700	-	2	Elen_1818, Elen_1819
2141679	2143270	-	2	Elen_1821, Elen_1822
2152428	2154247	-	2	Elen_1831, caiC
2166038	2169344	+	4	Elen_1841, Elen_1842, Elen_1843, Elen_1844
2169496	2171034	+	2	Elen_1845, Elen_1846
2180509	2182163	-	2	Elen_1854, Elen_1855
2182247	2186113	-	3	Elen_1856, Elen_1857, Elen_1858
2195518	2199797	-	3	Elen_1867, Elen_1868, Elen_1869
2200371	2201693	-	2	Elen_1870, Elen_1871
2201925	2204379	-	2	Elen_1872, Elen_1873
2206290	2210352	-	3	Elen_1876, Elen_1877, Elen_1878
2210714	2212187	-	2	Elen_1879, Elen_1880
2216038	2216653	+	2	Elen_1885, Elen_1886
2220218	2222315	-	2	Elen_1890, Elen_1891
2229901	2231163	-	2	Elen_1898, Elen_1899
2232969	2234775	-	2	panF, Elen_1902
2236647	2237497	-	2	Elen_1905, Elen_1906
2242168	2251955	-	8	Elen_1912, Elen_1913, Elen_1914, Elen_1915, Elen_1916, Elen_1917, Elen_1918, Elen_1919
2253259	2254001	-	2	Elen_1922, Elen_1923
2254512	2258096	-	2	Elen_1925, Elen_1926
2258193	2260249	-	2	Elen_1927, Elen_1928
2268192	2270635	+	2	Elen_1935, Elen_1936
2270702	2273621	-	2	Elen_1937, Elen_1938
2273807	2275993	+	2	Elen_1939, Elen_1940
2284079	2286052	-	2	Elen_1947, Elen_1948
2293746	2295295	-	2	Elen_1954, Elen_1955
2295411	2296529	+	2	Elen_1956, Elen_1957
2301408	2301904	+	2	Elen_1962, Elen_1963
2302869	2304496	-	2	Elen_1965, Elen_1966
2307503	2308886	-	3	Elen_1969, Elen_1970, Elen_1971
2312544	2317848	-	6	Elen_1973, Elen_1974, Elen_1975, Elen_1976, Elen_1977, Elen_1978
2329460	2332961	-	4	Elen_1985, Elen_1986, Elen_1987, Elen_1988
2335172	2339319	-	3	Elen_1992, Elen_1993, Elen_1994
2339397	2341029	-	2	Elen_1995, Elen_1996
2341193	2342990	-	2	Elen_1997, Elen_1998
2343163	2347068	-	2	Elen_1999, Elen_2000
2347264	2347801	-	2	Elen_2001, Elen_2002
2350609	2352879	+	2	Elen_2004, Elen_2005
2352947	2358498	-	6	Elen_2006, Elen_2007, Elen_2008, Elen_2009, Elen_2010, Elen_2011
2358651	2359337	-	2	Elen_2012, Elen_2013
2362355	2364391	-	2	Elen_2015, Elen_2016
2365348	2366797	-	2	Elen_2018, Elen_2019
2369166	2370997	+	2	Elen_2022, Elen_2023
2372777	2375763	-	2	Elen_2026, Elen_2027
2375941	2380303	-	4	Elen_2028, Elen_2029, Elen_2030, Elen_2031
2380434	2382529	-	2	Elen_2032, Elen_2033
2387722	2389848	-	2	Elen_2038, Elen_2039
2389951	2395379	-	5	Elen_2040, Elen_2041, Elen_2042, Elen_2043, Elen_2044
2396448	2399486	+	2	Elen_2046, Elen_2047
2399497	2401304	-	2	Elen_2048, Elen_2049
2414645	2415729	+	2	Elen_2054, Elen_2055
2424452	2427178	+	2	Elen_2059, Elen_2060
2427382	2431021	-	4	Elen_2061, Elen_2062, Elen_2063, Elen_2064
2431375	2440645	-	8	Elen_2065, Elen_2066, Elen_2067, Elen_2068, Elen_2069, Elen_2070, Elen_2071, Elen_2072
2442049	2443597	+	2	Elen_2074, Elen_2075
2443842	2446824	-	3	Elen_2076, Elen_2077, Elen_2078
2451407	2454101	-	3	Elen_2084, Elen_2085, Elen_2086
2454630	2460146	+	5	Elen_2087, Elen_2088, Elen_2089, Elen_2090, Elen_2091
2461437	2463798	-	2	Elen_2093, Elen_2094
2463860	2474182	-	8	Elen_2095, Elen_2096, Elen_2097, Elen_2098, Elen_2099, Elen_2100, Elen_2101, Elen_2102
2474270	2475694	-	2	Elen_2103, Elen_2104
2482763	2484823	+	2	Elen_2109, Elen_2110
2490607	2493654	+	2	Elen_2117, Elen_2118
2499408	2501084	+	2	Elen_2122, Elen_2123
2506342	2507332	-	2	Elen_2130, Elen_2131
2509538	2510582	-	2	Elen_2134, Elen_2135
2520968	2521733	-	2	Elen_2141, Elen_2142
2529238	2533083	+	3	Elen_2147, Elen_2148, Elen_2149
2533222	2535848	+	3	Elen_2150, Elen_2151, Elen_2152
2537577	2539435	-	2	Elen_2154, Elen_2155
2542673	2544396	-	2	Elen_2158, Elen_2159
2544540	2546635	-	5	Elen_2160, Elen_2161, Elen_2162, Elen_2163, Elen_2164
2547711	2548414	-	2	Elen_2167, Elen_2168
2548466	2551575	-	7	Elen_2169, Elen_2170, Elen_2171, Elen_2172, Elen_2173, Elen_2174, Elen_2175
2553285	2557530	-	2	Elen_2177, Elen_2178
2557860	2560146	+	2	Elen_2179, Elen_2180
2562776	2566848	+	4	Elen_2183, Elen_2184, Elen_2185, Elen_2186
2583386	2587149	-	4	Elen_2199, Elen_2200, Elen_2201, Elen_2202
2601020	2604364	-	2	Elen_2215, Elen_2216
2605768	2606449	+	2	Elen_2218, Elen_2219
2609372	2611593	-	2	Elen_2222, Elen_2223
2643124	2647681	-	2	Elen_2249, Elen_2250
2657340	2658817	+	2	Elen_2260, Elen_2261
2662890	2666795	-	3	Elen_2266, Elen_2267, Elen_2268
2667574	2672990	+	5	Elen_2270, Elen_2271, Elen_2272, Elen_2273, Elen_2274
2677110	2678461	-	2	Elen_2278, Elen_2279
